filename,lm_simplewiki,lm_enwiki
clueweb12-1102wb-77-16013,-1129.375,-1218.904
clueweb12-1911wb-01-06128,-1087.763,-1191.381
clueweb12-1513wb-53-24780,-2273.086,-2429.876
clueweb12-0609wb-88-23011,-124.580,-124.673
clueweb12-0307wb-03-21628,-811.455,-830.202
clueweb12-1606wb-91-30555,-38287.707,-41097.559
clueweb12-1700wb-28-20398,-7566.917,-8002.270
clueweb12-1300wb-97-08382,-233.400,-255.555
clueweb12-0201wb-74-04976,-1462.483,-1597.115
clueweb12-1713wb-93-22891,-1398.307,-1519.309
clueweb12-0400tw-15-13723,-958.873,-1033.042
clueweb12-0504wb-92-30105,-2398.430,-2449.016
clueweb12-1409wb-49-06569,-5354.765,-5730.598
clueweb12-0209wb-24-08480,-2378.211,-2450.227
clueweb12-1902wb-38-11550,-1628.485,-1729.841
clueweb12-0700wb-51-02109,-2530.762,-2737.830
clueweb12-0109wb-91-21728,-2132.827,-2191.109
clueweb12-0103wb-09-22068,-330.106,-323.644
clueweb12-0400tw-76-19123,-4276.753,-4627.637
clueweb12-0202wb-44-01329,-34206.387,-34952.668
clueweb12-1019wb-75-22064,-820.021,-880.672
clueweb12-1807wb-95-07226,-711.250,-756.444
clueweb12-0100wb-76-11558,-9158.738,-9508.074
clueweb12-1510wb-85-32943,-4360.208,-4578.531
clueweb12-1413wb-93-08997,-2774.070,-2877.755
clueweb12-1406wb-97-02938,-33923.652,-35681.195
clueweb12-1017wb-79-20152,-1339.856,-1422.766
clueweb12-0508wb-57-05601,-958.806,-958.711
clueweb12-1909wb-39-24712,0.000,0.000
clueweb12-0717wb-25-16439,-2271.162,-2359.478
clueweb12-1405wb-79-09390,-1570.160,-1739.457
clueweb12-1005wb-48-24659,-5785.842,-5897.311
clueweb12-1012wb-68-27966,-1992.669,-2030.805
clueweb12-0013wb-23-03530,-3291.419,-3463.488
clueweb12-0812wb-37-18481,-203.431,-207.020
clueweb12-0312wb-29-30580,-37224.273,-37720.828
clueweb12-0408wb-82-23850,-436.850,-448.469
clueweb12-0109wb-82-28778,-1272.127,-1337.577
clueweb12-0815wb-22-03511,-244.901,-265.852
clueweb12-1608wb-67-16922,0.000,0.000
clueweb12-0408wb-38-10341,-1255.629,-1310.939
clueweb12-0008wb-29-21189,-3912.383,-4104.998
clueweb12-0111wb-10-15702,-1852.148,-1919.090
clueweb12-0602wb-85-08124,-16628.150,-16941.568
clueweb12-1508wb-79-01333,-486.859,-484.796
clueweb12-1902wb-09-23272,-1432.410,-1519.965
clueweb12-0111wb-37-18760,-2445.075,-2580.940
clueweb12-0206wb-09-07200,-2744.524,-2873.034
clueweb12-0111wb-60-21410,-5725.066,-5969.927
clueweb12-0906wb-41-01947,-3095.864,-3289.656
clueweb12-0000wb-47-03359,-1118.563,-1172.709
clueweb12-1807wb-65-12782,-2677.217,-2845.250
clueweb12-0906wb-85-20722,-10456.565,-10187.944
clueweb12-0908wb-26-02740,-105.763,-117.962
clueweb12-1802wb-24-27053,-965.624,-1036.067
clueweb12-0708wb-25-13880,-2101.632,-2218.616
clueweb12-0603wb-56-06973,-9376.600,-10201.852
clueweb12-1113wb-17-06386,-7204.499,-7170.915
clueweb12-0110wb-42-25888,-1884.827,-1953.167
clueweb12-0305wb-14-32949,-533.536,-560.378
clueweb12-1717wb-09-18116,-29497.617,-29562.682
clueweb12-0914wb-39-26462,-29758.178,-30134.686
clueweb12-0013wb-69-12225,-9379.541,-10219.219
clueweb12-0206wb-70-09554,-3054.899,-3252.155
clueweb12-0909wb-59-30064,-490.082,-515.960
clueweb12-0207wb-86-03168,-1745.370,-1916.422
clueweb12-1808wb-09-05018,-3394.484,-3666.097
clueweb12-0602wb-74-33324,-4998.274,-5280.013
clueweb12-1413wb-88-23489,-3880.076,-4074.917
clueweb12-0104wb-20-16103,-4591.764,-4835.683
clueweb12-0110wb-88-32986,-3994.529,-4076.271
clueweb12-1000wb-82-18054,-4945.062,-5161.273
clueweb12-1009wb-15-04452,-869.300,-886.608
clueweb12-0200tw-33-10983,-4850.967,-5070.995
clueweb12-0007wb-04-05629,-7549.167,-7864.456
clueweb12-1607wb-55-08330,0.000,0.000
clueweb12-0608wb-42-03112,-1132.310,-1160.810
clueweb12-1604wb-74-27424,-450.924,-447.683
clueweb12-1707wb-89-14469,-27765.416,-30238.963
clueweb12-1811wb-32-19087,-1514.546,-1577.761
clueweb12-0208wb-09-09841,-1738.283,-1871.328
clueweb12-0509wb-01-30608,-1927.329,-2006.978
clueweb12-0006wb-90-04266,-19074.361,-19974.146
clueweb12-0913wb-78-16242,-9854.829,-10477.327
clueweb12-1603wb-92-15310,-706.265,-725.574
clueweb12-1200wb-31-01609,-6697.202,-7230.007
clueweb12-0405wb-74-19274,-2518.712,-2591.965
clueweb12-0912wb-69-05296,-2708.383,-2804.340
clueweb12-0007wb-23-32805,0.000,0.000
clueweb12-0211wb-78-00771,-233.153,-253.587
clueweb12-0209wb-95-20707,-1405.187,-1491.441
clueweb12-0000wb-47-30191,-627.109,-655.340
clueweb12-0011wb-45-01598,-15686.437,-17332.574
clueweb12-0106wb-54-00489,-2166.909,-2262.324
clueweb12-0919wb-13-02930,-5615.610,-5651.032
clueweb12-1504wb-36-03622,-746.157,-781.005
clueweb12-0108wb-10-34132,-483.480,-516.847
clueweb12-1405wb-16-17599,-479.098,-517.879
clueweb12-0305wb-63-04361,-712.968,-757.823
clueweb12-1205wb-07-11058,-1194.255,-1309.264
clueweb12-0107wb-98-07718,-2792.058,-2809.449
clueweb12-1500tw-04-01794,-2260.067,-2273.022
clueweb12-0212wb-19-01763,-2786.911,-2937.735
clueweb12-1800tw-33-16140,-6269.198,-6624.224
clueweb12-1600wb-35-25018,-6827.688,-6935.021
clueweb12-1503wb-37-02378,0.000,0.000
clueweb12-1500wb-71-15568,-13800.433,-14493.447
clueweb12-1907wb-92-07332,-295.557,-314.906
clueweb12-0901wb-72-25510,0.000,0.000
clueweb12-1913wb-84-03995,-14024.312,-14361.903
clueweb12-0704wb-91-07048,-882.951,-929.776
clueweb12-0013wb-80-01259,-192.217,-202.390
clueweb12-1705wb-22-32389,-518.400,-562.806
clueweb12-1500wb-68-14423,-388.754,-427.703
clueweb12-0010wb-21-28991,-1556.876,-1574.892
clueweb12-0915wb-98-22544,-850.385,-845.636
clueweb12-0812wb-99-15354,-2909.316,-3198.880
clueweb12-0706wb-07-02753,-3605.858,-3850.516
clueweb12-0903wb-61-21173,-2539.458,-2702.460
clueweb12-0000wb-66-22102,-2663.041,-2835.245
clueweb12-0807wb-90-30683,0.000,0.000
clueweb12-0111wb-55-29749,0.000,0.000
clueweb12-0814wb-32-03207,0.000,0.000
clueweb12-0308wb-38-18892,-2680.601,-2883.661
clueweb12-1200wb-41-35634,-2079.126,-2218.293
clueweb12-1913wb-35-18696,-52097.586,-52330.258
clueweb12-0903wb-11-09001,-16091.099,-17020.723
clueweb12-0901wb-74-08017,-9857.129,-10331.968
clueweb12-0308wb-71-14788,-684.219,-701.127
clueweb12-1204wb-71-27761,-1334.440,-1416.694
clueweb12-0919wb-16-17485,-6725.530,-7002.516
clueweb12-1316wb-03-15307,-11863.613,-12193.180
clueweb12-1217wb-89-08838,0.000,0.000
clueweb12-0711wb-08-21568,-1542.974,-1533.071
clueweb12-1801wb-31-19538,-242.081,-263.433
clueweb12-0001wb-27-08721,-12025.395,-12407.613
clueweb12-0304wb-40-28096,0.000,0.000
clueweb12-0203wb-80-22182,-138.902,-155.726
clueweb12-1611wb-18-31037,0.000,0.000
clueweb12-0010wb-87-03416,-2652.528,-2708.933
clueweb12-0000wb-65-25847,-895.511,-896.162
clueweb12-0304wb-35-13822,-254.806,-255.925
clueweb12-0107wb-33-08670,-14049.732,-13930.523
clueweb12-0202wb-90-00896,-1709.149,-1834.877
clueweb12-1614wb-29-26803,-1534.657,-1609.684
clueweb12-1505wb-53-01118,-188.480,-208.823
clueweb12-0411wb-80-24253,-5347.408,-5688.299
clueweb12-0203wb-35-23063,-22452.064,-23333.174
clueweb12-0306wb-88-15041,-1006.997,-1019.659
clueweb12-1501wb-65-21879,0.000,0.000
clueweb12-0818wb-72-07456,-7234.079,-7426.835
clueweb12-1812wb-53-11809,-1662.703,-1775.293
clueweb12-1808wb-68-11527,-1633.982,-1749.042
clueweb12-1509wb-85-15169,0.000,0.000
clueweb12-1500tw-42-06510,-2058.746,-2175.978
clueweb12-0109wb-89-24625,-40603.125,-44520.781
clueweb12-1315wb-73-09431,-2283.613,-2325.694
clueweb12-1501wb-21-03663,-20937.199,-22014.129
clueweb12-0211wb-25-17260,-3132.301,-3391.092
clueweb12-0909wb-45-18860,-9695.037,-9826.510
clueweb12-0902wb-69-23296,-881.432,-944.887
clueweb12-0610wb-41-29074,-40242.719,-43138.164
clueweb12-1012wb-22-22661,-15997.722,-15922.105
clueweb12-1306wb-89-17655,-1834.580,-1880.741
clueweb12-0919wb-19-17382,-3590.773,-3553.926
clueweb12-0800wb-10-10155,-17014.635,-16957.709
clueweb12-1912wb-36-01696,-13164.083,-14163.192
clueweb12-0208wb-97-03825,-4124.211,-4265.296
clueweb12-1906wb-83-24091,-29953.789,-32362.023
clueweb12-0004wb-91-24631,-1385.092,-1427.978
clueweb12-0104wb-53-21472,-8113.047,-8434.278
clueweb12-0107wb-88-06402,-392.115,-414.886
clueweb12-0200wb-99-33024,-2443.808,-2548.956
clueweb12-1709wb-93-04278,-1070.216,-1163.278
clueweb12-0200wb-50-02594,-2115.590,-2135.030
clueweb12-0903wb-11-08959,-163.444,-171.409
clueweb12-0915wb-72-08693,0.000,0.000
clueweb12-0100wb-97-21145,-155073.766,-157312.969
clueweb12-0606wb-69-25028,-281.932,-289.579
clueweb12-0800tw-61-15368,-1590.082,-1612.937
clueweb12-0104wb-86-19377,-1455.165,-1569.672
clueweb12-0107wb-54-03111,-506.747,-510.239
clueweb12-0308wb-46-25328,-945.151,-986.333
clueweb12-0810wb-40-18582,-514.476,-518.874
clueweb12-0400tw-18-24952,-3186.072,-3443.702
clueweb12-0818wb-13-03891,0.000,0.000
clueweb12-0814wb-88-11612,-1621.878,-1722.418
clueweb12-0000wb-60-02435,-5206.960,-5446.860
clueweb12-1416wb-54-00593,-22545.080,-23683.131
clueweb12-0013wb-05-11634,-3799.308,-3888.215
clueweb12-0207wb-41-04052,-34766.750,-36544.344
clueweb12-0410wb-39-28694,-707.937,-758.291
clueweb12-0203wb-41-10944,0.000,0.000
clueweb12-0900tw-68-05129,-2475.494,-2611.056
clueweb12-1610wb-56-27581,-68405.664,-68783.125
clueweb12-0204wb-53-25834,-31763.088,-32621.631
clueweb12-1109wb-76-22425,-6109.437,-6135.234
clueweb12-0303wb-42-11785,-2806.896,-3038.390
clueweb12-0612wb-74-33820,-80.024,-78.816
clueweb12-0300tw-57-12346,-4366.138,-4645.304
clueweb12-0202wb-27-03952,-2504.193,-2685.883
clueweb12-0810wb-81-10564,-1830.817,-1953.584
clueweb12-1704wb-37-01653,-33837.953,-35627.008
clueweb12-1402wb-37-09819,-1357.212,-1424.152
clueweb12-1908wb-92-00751,-1606.373,-1703.263
clueweb12-0916wb-55-21782,-352.239,-356.319
clueweb12-1705wb-50-09248,-3035.601,-3188.981
clueweb12-0301wb-20-09208,-7328.209,-7921.273
clueweb12-0102wb-21-29126,-44855.812,-46387.078
clueweb12-0300wb-75-14498,-3905.961,-4050.600
clueweb12-1807wb-92-01283,0.000,0.000
clueweb12-0211wb-69-23350,0.000,0.000
clueweb12-1302wb-55-16744,-1241.194,-1353.178
clueweb12-1214wb-28-06619,0.000,0.000
clueweb12-0106wb-12-09793,-3119.816,-3183.291
clueweb12-1910wb-58-20059,-12942.452,-13293.319
clueweb12-0202wb-93-11899,-10767.135,-11422.909
clueweb12-0108wb-99-06194,-4912.271,-5152.040
clueweb12-1808wb-97-07236,-678.266,-735.114
clueweb12-0308wb-57-03177,-461.467,-497.236
clueweb12-1510wb-18-24499,-3444.259,-3624.423
clueweb12-0405wb-71-00115,-2039.730,-2074.731
clueweb12-0916wb-56-27693,-1337.561,-1339.654
clueweb12-1714wb-44-01889,-362.152,-368.654
clueweb12-1801wb-80-19155,-5120.292,-5243.646
clueweb12-0203wb-19-26709,0.000,0.000
clueweb12-0904wb-70-21617,-826.786,-900.443
clueweb12-1116wb-42-08939,0.000,0.000
clueweb12-0502wb-57-09969,-1696.330,-1806.478
clueweb12-0211wb-65-29382,-13537.385,-13870.802
clueweb12-1306wb-45-17351,-805.209,-872.660
clueweb12-1109wb-79-06564,-7504.830,-8078.417
clueweb12-0302wb-67-12459,-602.123,-635.152
clueweb12-0109wb-37-19040,-9035.978,-9170.559
clueweb12-0600wb-48-04118,-484.645,-528.414
clueweb12-0112wb-34-01457,-2388.328,-2405.119
clueweb12-0012wb-09-27909,-1837.677,-1924.902
clueweb12-1204wb-16-29110,-31123.182,-31386.369
clueweb12-0012wb-93-11084,-22145.672,-22815.328
clueweb12-1910wb-14-09247,-205.543,-216.817
clueweb12-1407wb-61-12757,-1484.655,-1586.067
clueweb12-0605wb-21-24445,-290.877,-323.325
clueweb12-1204wb-46-10627,-2312.748,-2468.033
clueweb12-0207wb-94-07052,-980.677,-1004.686
clueweb12-1809wb-76-07996,-1328.233,-1356.697
clueweb12-1312wb-68-17933,-490.650,-509.046
clueweb12-0604wb-89-27825,0.000,0.000
clueweb12-0812wb-38-01668,-4228.229,-4451.080
clueweb12-0500wb-28-15469,-1565.237,-1572.762
clueweb12-0500wb-31-14928,0.000,0.000
clueweb12-1800wb-39-04354,-930.841,-999.956
clueweb12-0103wb-44-25602,-3324.486,-3390.503
clueweb12-0716wb-25-22082,-176.139,-191.013
clueweb12-1713wb-81-03132,-28019.621,-29998.537
clueweb12-1908wb-79-38425,-2669.527,-2808.883
clueweb12-1313wb-61-13367,-5055.415,-5324.611
clueweb12-0102wb-78-12203,-278.311,-296.343
clueweb12-0010wb-35-07407,-1590.568,-1686.462
clueweb12-0401wb-77-09428,-1504.889,-1495.684
clueweb12-0702wb-90-12386,0.000,0.000
clueweb12-1003wb-70-19302,-1167.139,-1238.617
clueweb12-1705wb-50-06365,0.000,0.000
clueweb12-0310wb-63-11694,-1083.316,-1161.648
clueweb12-1803wb-10-29383,-21419.334,-21972.854
clueweb12-0801wb-16-10772,-55093.148,-56894.668
clueweb12-1902wb-86-19834,-924.097,-1003.879
clueweb12-0209wb-77-31636,-3652.406,-3784.737
clueweb12-1300wb-97-04915,-2963.989,-3127.466
clueweb12-1407wb-97-11802,-15050.702,-16274.016
clueweb12-0915wb-54-27352,-3837.207,-3888.160
clueweb12-1118wb-79-29456,-3091.434,-3266.022
clueweb12-1218wb-06-01291,0.000,0.000
clueweb12-1414wb-58-28984,-3370.622,-3442.363
clueweb12-0605wb-39-14626,-5023.762,-5123.534
clueweb12-0302wb-21-23841,-5266.339,-5690.141
clueweb12-0303wb-96-20104,-284.158,-294.493
clueweb12-0604wb-70-04911,-23434.377,-23535.375
clueweb12-0013wb-49-30537,-1396.034,-1520.045
clueweb12-0103wb-72-03824,-1653.049,-1724.773
clueweb12-1709wb-42-11178,-1281.433,-1350.446
clueweb12-1610wb-18-16738,0.000,0.000
clueweb12-1000wb-82-00548,-5621.606,-5623.893
clueweb12-0309wb-97-11150,-1652.666,-1797.665
clueweb12-0508wb-51-06481,-10428.059,-10835.129
clueweb12-0100wb-55-10273,-2119.736,-2270.767
clueweb12-1515wb-81-27829,0.000,0.000
clueweb12-0008wb-14-03093,-51608.250,-51964.680
clueweb12-0202wb-45-29627,-4147.620,-4460.611
clueweb12-0411wb-23-35743,-612.862,-621.772
clueweb12-0412wb-26-24300,0.000,0.000
clueweb12-1805wb-15-11025,-13220.449,-13873.380
clueweb12-1413wb-70-10588,-10745.383,-11285.110
clueweb12-1000wb-26-03456,-377.110,-392.333
clueweb12-0011wb-20-01302,-23786.668,-24469.072
clueweb12-0710wb-04-24193,0.000,0.000
clueweb12-0816wb-35-13306,-5562.701,-6003.103
clueweb12-1717wb-01-13252,-363.403,-379.718
clueweb12-0500wb-51-17048,-4299.853,-4549.118
clueweb12-1213wb-25-23887,-351.600,-365.265
clueweb12-0009wb-15-22821,0.000,0.000
clueweb12-1409wb-26-00265,-4149.147,-4221.620
clueweb12-1019wb-13-16565,0.000,0.000
clueweb12-1803wb-95-04680,-1115.659,-1195.510
clueweb12-1911wb-40-06640,-7379.719,-7788.842
clueweb12-1612wb-01-23774,-16277.828,-17474.975
clueweb12-0713wb-95-04962,-6472.865,-6475.147
clueweb12-1900wb-31-01650,0.000,0.000
clueweb12-0005wb-23-24224,0.000,0.000
clueweb12-0300tw-81-15443,-2740.397,-2844.564
clueweb12-0701wb-68-11025,-2934.704,-3049.993
clueweb12-0712wb-32-03779,-3535.344,-3787.973
clueweb12-0013wb-75-06008,-826.454,-885.229
clueweb12-0906wb-95-17494,-2749.881,-2898.450
clueweb12-0807wb-03-20676,-316.876,-334.675
clueweb12-0305wb-64-28264,-1388.040,-1467.926
clueweb12-1206wb-33-23640,-984.165,-1024.210
clueweb12-1216wb-33-25350,-865.814,-950.300
clueweb12-0000wb-81-18966,-475.328,-502.737
clueweb12-0107wb-23-23871,0.000,0.000
clueweb12-0511wb-75-13963,-6567.131,-6783.953
clueweb12-1612wb-92-03109,-10413.832,-10824.449
clueweb12-0200wb-48-21504,-4191.995,-4576.078
clueweb12-1411wb-06-28120,-1055.167,-1036.147
clueweb12-1013wb-41-21419,-3108.790,-3290.463
clueweb12-1909wb-64-21867,-834.140,-882.834
clueweb12-0013wb-43-16798,-403.581,-394.824
clueweb12-1615wb-65-33070,-168.639,-181.597
clueweb12-0310wb-04-29917,-2044.014,-2194.877
clueweb12-1206wb-84-06446,-1171.993,-1177.114
clueweb12-1700tw-09-15237,-1646.229,-1784.083
clueweb12-1016wb-81-07013,-286.781,-315.052
clueweb12-1904wb-55-08040,-1554.316,-1616.342
clueweb12-1809wb-94-05293,-273.584,-301.804
clueweb12-1202wb-90-00375,-29244.717,-29794.732
clueweb12-0910wb-23-09521,-5588.377,-6146.393
clueweb12-0108wb-28-07860,-1774.500,-1899.314
clueweb12-1810wb-46-11072,-8138.201,-8536.558
clueweb12-0202wb-80-04587,-706.296,-719.432
clueweb12-1508wb-93-29357,-1273.284,-1365.824
clueweb12-0308wb-78-28945,-3619.041,-3922.296
clueweb12-1414wb-42-05268,-113859.602,-122243.984
clueweb12-1901wb-27-24775,-1989.782,-2137.998
clueweb12-0404wb-64-19250,-2814.499,-2977.826
clueweb12-0900tw-25-15424,-9029.163,-9680.382
clueweb12-1805wb-49-00272,-204.522,-224.197
clueweb12-0006wb-17-29403,0.000,0.000
clueweb12-0910wb-48-03038,-10159.039,-10282.980
clueweb12-0311wb-87-26612,-2487.678,-2592.316
clueweb12-0000wb-90-14885,-6471.470,-6604.510
clueweb12-1602wb-17-01401,-1914.149,-1913.836
clueweb12-0010wb-11-14498,-41486.918,-42361.504
clueweb12-1905wb-45-10527,-1248.224,-1350.358
clueweb12-1805wb-15-11053,-12619.082,-13407.236
clueweb12-0100wb-76-28877,-351.022,-373.784
clueweb12-1808wb-80-12564,-1887.025,-1958.684
clueweb12-0304wb-34-01456,-1747.587,-1756.979
clueweb12-0104wb-52-24784,-608.984,-652.407
clueweb12-0106wb-21-25289,-28644.457,-30973.781
clueweb12-1400wb-20-20103,-11607.356,-11735.005
clueweb12-1800wb-26-19148,-8666.438,-8854.127
clueweb12-0009wb-71-10873,-2867.236,-3170.026
clueweb12-0411wb-36-16773,-8072.205,-8131.599
clueweb12-1200tw-85-13086,-728.656,-764.022
clueweb12-1911wb-99-26779,-14593.991,-14720.277
clueweb12-0306wb-72-04929,-1556.203,-1602.573
clueweb12-0715wb-10-27288,-378.652,-391.359
clueweb12-0611wb-48-20553,0.000,0.000
clueweb12-0005wb-03-33869,-5681.097,-5926.397
clueweb12-1701wb-93-07950,-3253.790,-3513.875
clueweb12-1809wb-41-16130,-1155.463,-1189.079
clueweb12-1815wb-23-09792,-8526.451,-9071.085
clueweb12-0510wb-33-17316,-1504.406,-1601.450
clueweb12-1114wb-63-30058,-1641.135,-1736.965
clueweb12-1715wb-98-04764,-63491.969,-69683.453
clueweb12-1502wb-66-08635,-34359.113,-35461.586
clueweb12-0000wb-26-06194,-1870.441,-2013.286
clueweb12-1020wb-66-28866,-1392.795,-1470.400
clueweb12-1901wb-61-25935,-2249.637,-2406.842
clueweb12-0915wb-69-28081,0.000,0.000
clueweb12-1714wb-29-08438,-22021.783,-22100.031
clueweb12-0716wb-51-25675,-1017.398,-1018.037
clueweb12-1802wb-00-11191,-2188.269,-2283.051
clueweb12-0013wb-19-31778,-5651.050,-6043.522
clueweb12-0803wb-67-22026,-9165.245,-9471.370
clueweb12-1312wb-02-09407,-331.325,-345.484
clueweb12-0110wb-19-17143,0.000,0.000
clueweb12-1812wb-03-15547,-1578.085,-1557.873
clueweb12-0107wb-22-24520,-2514.944,-2677.883
clueweb12-0008wb-63-12184,-1842.915,-1883.214
clueweb12-0202wb-15-06315,-275.645,-285.790
clueweb12-0002wb-12-16360,-2679.266,-2951.559
clueweb12-1913wb-11-26130,-147.980,-165.316
clueweb12-1211wb-53-00289,-2045.572,-2031.400
clueweb12-1314wb-49-01872,0.000,0.000
clueweb12-0308wb-38-18878,-5541.212,-5973.271
clueweb12-0410wb-39-28666,-595.685,-633.584
clueweb12-0501wb-16-18933,-259.068,-280.262
clueweb12-0201wb-40-32686,-27710.545,-29557.771
clueweb12-0300wb-87-06386,-10237.762,-10555.846
clueweb12-1707wb-63-01698,-3032.554,-3223.135
clueweb12-1118wb-76-00342,-6161.011,-6065.194
clueweb12-1105wb-34-17656,-434.486,-435.557
clueweb12-1908wb-99-06339,-14069.996,-14561.992
clueweb12-0103wb-27-18188,-31089.166,-31274.936
clueweb12-1414wb-93-20314,-8858.110,-8940.712
clueweb12-1208wb-54-11491,0.000,0.000
clueweb12-0507wb-85-33630,-6204.722,-6674.379
clueweb12-1713wb-58-00027,-3705.922,-3967.426
clueweb12-1400wb-14-19237,0.000,0.000
clueweb12-0200tw-65-15351,0.000,0.000
clueweb12-0211wb-94-31404,-1545.825,-1655.643
clueweb12-1911wb-73-20859,0.000,0.000
clueweb12-1801wb-32-22564,-2396.205,-2427.384
clueweb12-0606wb-57-28627,-1286.118,-1348.402
clueweb12-0106wb-30-09141,-1560.795,-1655.271
clueweb12-1910wb-72-29875,-13351.478,-13781.789
clueweb12-1705wb-60-06041,-18141.977,-18726.705
clueweb12-1106wb-01-06973,-22084.926,-23431.633
clueweb12-1110wb-85-09943,-134.394,-147.757
clueweb12-0501wb-77-29894,-2150.932,-2237.181
clueweb12-0302wb-63-13936,-322.270,-345.090
clueweb12-0706wb-94-02847,-6507.772,-6597.935
clueweb12-1607wb-25-14375,-8606.375,-9158.634
clueweb12-0004wb-71-38210,-152.734,-164.867
clueweb12-1003wb-26-07136,-172.296,-180.040
clueweb12-1705wb-31-09494,-2267.129,-2280.379
clueweb12-1908wb-80-29530,-2163.949,-2309.079
clueweb12-1800wb-70-09362,-13664.734,-13437.602
clueweb12-0916wb-11-12332,0.000,0.000
clueweb12-0310wb-33-13507,-396.245,-435.161
clueweb12-0817wb-96-31434,0.000,0.000
clueweb12-0202wb-26-29879,-7104.200,-7467.390
clueweb12-1101wb-79-26949,-263.254,-274.373
clueweb12-1607wb-05-26535,-2399.562,-2532.796
clueweb12-1301wb-30-17832,0.000,0.000
clueweb12-1605wb-32-26514,-5887.583,-6125.684
clueweb12-1813wb-31-11736,-7548.227,-7796.171
clueweb12-0308wb-27-15078,-1156.633,-1176.783
clueweb12-0206wb-45-16530,-3409.362,-3537.012
clueweb12-1409wb-40-19537,-15013.146,-16280.278
clueweb12-0404wb-56-20623,-1041.706,-1145.219
clueweb12-0504wb-29-25177,-145.556,-155.662
clueweb12-1513wb-31-28899,-36804.527,-38640.387
clueweb12-1405wb-69-30859,-801.296,-816.032
clueweb12-0809wb-73-00548,0.000,0.000
clueweb12-0112wb-11-17432,-19502.666,-19703.977
clueweb12-0200wb-36-34248,0.000,0.000
clueweb12-1102wb-49-24906,-421.470,-451.326
clueweb12-0406wb-67-04231,-10157.120,-10588.431
clueweb12-0713wb-71-12437,-154.615,-158.317
clueweb12-0602wb-53-23401,-6269.457,-6471.703
clueweb12-0008wb-15-08401,-1855.207,-1900.969
clueweb12-0601wb-90-04516,-9233.730,-9351.935
clueweb12-0309wb-67-13593,-605.841,-634.740
clueweb12-0100wb-49-09121,-4437.597,-4388.587
clueweb12-1010wb-38-11857,-1537.267,-1582.579
clueweb12-0004wb-65-13598,-1577.139,-1698.397
clueweb12-1010wb-14-15321,-2038.097,-2235.336
clueweb12-0800wb-26-16437,-1760.833,-1843.789
clueweb12-1911wb-45-08932,-4087.651,-4158.081
clueweb12-0111wb-19-01637,-1349.570,-1411.862
clueweb12-0310wb-38-24204,-844.760,-962.699
clueweb12-1208wb-46-00767,-1528.697,-1557.191
clueweb12-1801wb-51-20396,-1511.159,-1607.309
clueweb12-0309wb-00-03726,0.000,0.000
clueweb12-0505wb-44-10413,-14229.928,-14594.371
clueweb12-1913wb-64-17839,-15725.629,-16543.236
clueweb12-0008wb-36-29335,0.000,0.000
clueweb12-0817wb-25-10998,-6802.465,-6692.577
clueweb12-0005wb-26-34705,-1895.302,-1922.300
clueweb12-0509wb-66-14524,-519.081,-544.376
clueweb12-0401wb-15-00616,-5575.995,-5433.797
clueweb12-0200wb-18-26227,-2449.847,-2446.755
clueweb12-0104wb-87-29469,-2391.119,-2436.260
clueweb12-0511wb-46-25283,-120.568,-130.709
clueweb12-1909wb-23-21688,-615.401,-664.084
clueweb12-0000wb-58-04805,-4621.569,-4761.023
clueweb12-0301wb-01-05551,-217.663,-225.026
clueweb12-1214wb-67-27993,0.000,0.000
clueweb12-1316wb-33-06624,-689.141,-654.569
clueweb12-0500wb-17-04662,-998.945,-1062.925
clueweb12-1813wb-03-12159,0.000,0.000
clueweb12-1021wb-11-07189,-580.675,-619.034
clueweb12-1416wb-55-24500,-1606.965,-1731.465
clueweb12-0104wb-11-20514,-5617.886,-5568.503
clueweb12-0810wb-91-08972,-415.016,-417.930
clueweb12-0308wb-38-03455,-1785.036,-1834.881
clueweb12-1009wb-76-29339,-2176.342,-2240.736
clueweb12-1705wb-18-16638,-119984.195,-124421.133
clueweb12-1000tw-27-06789,-3084.081,-3211.478
clueweb12-1202wb-26-03878,-4856.636,-4715.833
clueweb12-0410wb-41-13334,-2849.403,-3031.672
clueweb12-0210wb-81-24799,-6417.305,-6505.157
clueweb12-0609wb-65-02093,-3420.271,-3439.439
clueweb12-0202wb-06-13332,-917.660,-932.931
clueweb12-1505wb-78-29119,-240.156,-246.503
clueweb12-1408wb-89-22769,-729.578,-733.590
clueweb12-0211wb-59-14737,-6447.888,-6614.882
clueweb12-0200wb-61-31724,-3277.206,-3254.726
clueweb12-0006wb-39-05781,-2473.742,-2626.428
clueweb12-0111wb-92-24546,-287.985,-302.589
clueweb12-0204wb-31-19552,-14503.381,-15192.075
clueweb12-1116wb-74-05983,-5602.844,-6059.335
clueweb12-1213wb-67-23801,-1151.026,-1158.412
clueweb12-0001wb-16-11158,-264.830,-278.739
clueweb12-0710wb-69-01504,-13865.085,-13781.578
clueweb12-1406wb-87-09483,-9574.839,-9780.967
clueweb12-0310wb-40-07353,-1734.442,-1819.989
clueweb12-0000wb-94-19113,-140.664,-155.001
clueweb12-0208wb-72-12905,0.000,0.000
clueweb12-0401tw-03-06326,-122.828,-129.114
clueweb12-0503wb-17-02797,-15954.762,-16487.303
clueweb12-0002wb-45-25913,-4861.066,-4916.662
clueweb12-0308wb-20-19254,-140.029,-134.483
clueweb12-1016wb-85-07831,-818.389,-832.249
