filename,lm_clef15_vhard,lm_clef15_hard,lm_clef15_easy,lm_clef15_veasy
clueweb12-1414wb-16-11400,-174.955,-173.180,-175.316,-174.004
clueweb12-0300wb-14-32485,-1242.500,-1165.550,-1154.599,-1138.910
clueweb12-0707wb-65-07232,-3604.686,-3433.835,-3424.846,-3416.375
clueweb12-1408wb-03-22064,-432.502,-445.959,-457.109,-473.729
clueweb12-1607wb-89-24270,-368.177,-362.099,-365.852,-376.367
clueweb12-0108wb-72-28406,-5472.846,-5218.835,-5289.341,-5359.361
clueweb12-0111wb-96-02843,-18079.281,-17223.916,-17338.898,-17220.746
clueweb12-1400wb-36-21273,-6934.566,-6789.292,-6965.611,-7254.704
clueweb12-0300wb-11-01953,-750.316,-726.951,-730.467,-727.181
clueweb12-0715wb-13-13752,-1349.654,-1270.127,-1253.095,-1233.960
clueweb12-0004wb-41-23210,-1296.743,-1244.070,-1214.297,-1215.918
clueweb12-0311wb-68-12803,-2700.428,-2584.373,-2519.949,-2466.115
clueweb12-1900tw-17-14110,-1885.734,-1801.669,-1779.950,-1754.761
clueweb12-0004wb-15-33646,-8208.176,-8359.700,-8605.794,-8717.972
clueweb12-1810wb-51-16578,-269.529,-274.810,-296.788,-298.977
clueweb12-1704wb-27-31182,-5756.725,-5541.949,-5565.741,-5622.142
clueweb12-0406wb-86-33736,-2385.143,-2261.547,-2257.358,-2277.842
clueweb12-0201wb-09-20767,-1121.784,-1063.225,-1049.122,-1052.529
clueweb12-1800tw-20-10900,-318.960,-315.714,-311.560,-310.438
clueweb12-0509wb-06-23518,-1887.508,-1774.251,-1728.975,-1717.998
clueweb12-0009wb-63-05411,-299.476,-300.366,-305.203,-309.176
clueweb12-0108wb-73-28795,-282.421,-269.699,-281.754,-281.316
clueweb12-0404wb-97-15692,-756.640,-728.511,-740.651,-733.702
clueweb12-0401wb-06-23059,0.000,0.000,0.000,0.000
clueweb12-1808wb-65-03131,-1315.787,-1279.924,-1294.878,-1304.049
clueweb12-0715wb-10-21585,-1489.714,-1439.706,-1532.951,-1563.173
clueweb12-0211wb-54-23561,-1826.614,-1799.341,-1806.475,-1790.719
clueweb12-0201wb-51-09661,-1681.542,-1615.395,-1686.883,-1704.676
clueweb12-0203wb-41-02905,-670.511,-656.446,-665.235,-663.081
clueweb12-0609wb-20-01516,-888.609,-884.464,-892.085,-901.269
clueweb12-0411wb-07-11514,-4589.626,-4375.815,-4400.100,-4464.898
clueweb12-0208wb-96-26682,-1094.954,-1055.614,-1065.638,-1150.002
clueweb12-0501wb-75-23783,-182.859,-169.208,-172.159,-173.389
clueweb12-1205wb-18-21736,-9731.071,-9546.529,-9600.517,-9499.464
clueweb12-0300wb-71-28777,-47873.586,-45683.699,-44817.602,-44584.781
clueweb12-0500tw-29-14296,-1653.182,-1537.008,-1522.873,-1532.202
clueweb12-0600wb-67-00284,-16352.301,-13996.812,-15389.794,-15798.689
clueweb12-0205wb-55-29527,0.000,0.000,0.000,0.000
clueweb12-0204wb-13-13396,-2566.933,-2475.346,-2515.155,-2457.822
clueweb12-0105wb-47-06952,-35578.238,-34606.766,-34301.367,-34477.629
clueweb12-1115wb-97-18392,-223.571,-225.808,-232.668,-231.408
clueweb12-1905wb-08-10254,-20202.279,-19706.123,-19361.223,-18992.816
clueweb12-0400wb-33-19535,-2025.546,-1958.622,-1936.019,-1930.092
clueweb12-1102wb-53-25948,-1959.847,-1902.197,-1929.368,-1949.276
clueweb12-0603wb-40-00080,-735.563,-709.444,-720.244,-716.047
clueweb12-0503wb-40-14929,-796.170,-770.948,-787.645,-772.079
clueweb12-0104wb-52-29349,-3670.213,-3520.385,-3562.832,-3531.772
clueweb12-0400wb-70-27023,-1531.672,-1543.285,-1593.282,-1595.537
clueweb12-1000wb-93-07085,-16693.012,-16909.635,-17245.068,-17364.926
clueweb12-0005wb-65-04787,-373.033,-372.790,-376.514,-368.184
clueweb12-0409wb-41-13275,-1598.866,-1525.568,-1507.231,-1513.244
clueweb12-1901wb-75-27458,-15153.987,-14436.233,-13984.669,-13966.964
clueweb12-0908wb-68-23166,-303.705,-295.018,-307.104,-298.237
clueweb12-0307wb-39-04390,-3583.912,-3386.018,-3414.120,-3488.883
clueweb12-0200wb-20-17923,-1907.307,-1832.860,-1885.215,-1903.474
clueweb12-0300wb-00-15567,-2411.963,-2398.026,-2422.300,-2451.627
clueweb12-0305wb-59-09069,-1943.153,-1911.933,-1974.707,-2005.747
clueweb12-1416wb-06-31154,-3896.468,-3751.724,-3738.517,-3602.123
clueweb12-0104wb-35-15065,-623.521,-621.488,-639.858,-640.883
clueweb12-0000tw-29-17548,-10356.755,-9930.404,-9745.227,-9802.541
clueweb12-0200wb-81-16237,-200.884,-192.216,-193.415,-195.433
clueweb12-0202wb-14-18675,-772.302,-679.498,-689.550,-722.393
clueweb12-1412wb-06-00390,-632.306,-633.286,-645.073,-639.521
clueweb12-1705wb-49-03508,-1155.294,-1116.002,-1097.622,-1070.931
clueweb12-0005wb-65-24308,-4928.288,-4599.262,-4449.765,-4383.293
clueweb12-0000wb-06-10802,-19541.951,-18905.965,-18820.469,-18610.748
clueweb12-0204wb-41-32738,-1620.628,-1645.497,-1711.448,-1742.657
clueweb12-1003wb-88-21403,-2098.103,-1991.447,-1991.081,-1990.902
clueweb12-0302wb-93-10635,-192.353,-180.999,-188.710,-183.284
clueweb12-0108wb-06-15718,-525.148,-499.816,-506.830,-521.421
clueweb12-0806wb-97-32254,-21626.965,-21068.146,-20888.838,-20846.736
clueweb12-0906wb-24-08654,-2264.338,-2193.373,-2177.376,-2156.827
clueweb12-1401wb-53-31818,-1413.594,-1355.471,-1372.014,-1367.411
clueweb12-0111wb-36-13615,-278.309,-267.783,-281.569,-284.540
clueweb12-0109wb-59-01680,-760.697,-717.027,-715.214,-725.879
clueweb12-0307wb-36-18715,-1400.032,-1347.665,-1372.234,-1406.089
clueweb12-1007wb-48-24981,-39895.129,-38695.207,-39031.297,-39608.090
clueweb12-1913wb-45-23667,-1731.288,-1718.120,-1733.408,-1738.179
clueweb12-0201wb-65-10687,-684.388,-676.998,-684.302,-671.948
clueweb12-0608wb-55-05763,-7356.017,-7173.471,-7113.539,-7022.318
clueweb12-0409wb-95-17655,-2785.747,-2732.573,-2827.137,-2801.396
clueweb12-1005wb-63-17326,0.000,0.000,0.000,0.000
clueweb12-1106wb-66-17162,-4724.483,-4688.224,-4657.362,-4746.822
clueweb12-0002wb-37-24474,-235.513,-237.134,-247.424,-255.256
clueweb12-0602wb-75-07175,-90233.883,-88495.664,-90732.164,-89210.203
clueweb12-0400wb-47-11389,-2331.547,-2217.198,-2254.555,-2314.952
clueweb12-1400wb-71-08915,-2133.311,-2023.427,-1983.732,-1988.803
clueweb12-0009wb-86-17940,-214.959,-206.615,-215.195,-214.564
clueweb12-0810wb-66-02607,-171.171,-172.862,-177.818,-176.014
clueweb12-0108wb-22-21622,-360.672,-345.064,-348.154,-352.880
clueweb12-1413wb-67-01088,-622.490,-611.955,-623.767,-611.660
clueweb12-0000wb-99-08805,-246.984,-242.780,-232.699,-227.472
clueweb12-1009wb-15-06102,-131302.641,-126054.578,-122760.117,-122701.602
clueweb12-0209wb-39-03155,-5839.648,-5566.422,-5576.594,-5612.393
clueweb12-0104wb-38-20260,-1374.656,-1334.688,-1355.218,-1370.736
clueweb12-0002wb-90-06621,-18679.344,-18488.469,-19019.092,-19298.115
clueweb12-0700wb-51-04241,-15619.660,-15105.373,-15161.940,-15112.669
clueweb12-0702wb-23-08611,0.000,0.000,0.000,0.000
clueweb12-1104wb-00-17703,-127.122,-120.415,-116.808,-113.903
clueweb12-1201wb-48-20850,-487.405,-478.701,-474.506,-469.930
clueweb12-1613wb-60-27597,-42357.965,-39784.848,-37775.004,-37506.684
clueweb12-1206wb-41-26459,-1813.564,-1724.907,-1737.403,-1766.041
clueweb12-0201wb-88-09717,-20971.803,-20688.291,-21456.609,-21713.457
clueweb12-0912wb-07-15918,-9624.001,-9227.927,-9476.352,-9556.099
clueweb12-1812wb-52-07862,-1217.466,-1158.410,-1159.684,-1184.238
clueweb12-1012wb-17-27831,-13133.088,-13297.945,-13789.939,-14077.026
clueweb12-1202wb-47-30175,-2190.790,-2132.265,-2111.565,-2097.657
clueweb12-1207wb-46-00285,0.000,0.000,0.000,0.000
clueweb12-0507wb-17-07504,-15677.286,-15307.748,-15668.810,-15997.545
clueweb12-0904wb-31-00710,-12327.093,-12192.783,-12313.197,-12150.536
clueweb12-1714wb-80-00429,-4503.409,-4326.823,-4436.643,-4610.400
clueweb12-1800wb-31-03601,-1162.010,-1141.130,-1157.820,-1143.262
clueweb12-1806wb-78-06612,-9647.241,-9265.446,-9296.419,-9325.831
clueweb12-1010wb-03-13338,-2383.834,-2383.876,-2475.257,-2479.927
clueweb12-1109wb-31-24768,-2694.922,-2587.246,-2615.702,-2653.275
clueweb12-0800wb-22-05328,-256.787,-254.020,-247.157,-256.876
clueweb12-0900wb-54-15901,-2484.402,-2433.069,-2446.420,-2440.554
clueweb12-0008wb-50-16841,-656.485,-624.831,-633.861,-646.691
clueweb12-0701wb-52-30269,-8216.990,-8217.275,-8392.155,-8488.196
clueweb12-0204wb-87-09675,-2345.366,-2237.875,-2251.503,-2252.917
clueweb12-0800wb-95-20193,0.000,0.000,0.000,0.000
clueweb12-0012wb-39-28858,-2389.945,-2349.944,-2418.385,-2454.663
clueweb12-1012wb-50-14743,-1514.514,-1523.720,-1559.279,-1565.205
clueweb12-0003wb-04-21984,-88825.273,-90335.109,-94411.453,-96890.359
clueweb12-1516wb-34-30265,-1987.562,-2001.192,-2043.755,-2071.258
clueweb12-1805wb-28-08910,-5519.499,-5359.457,-5252.602,-5170.347
clueweb12-0918wb-01-21638,-3047.577,-2977.161,-3000.872,-2980.693
clueweb12-1015wb-90-16618,-2842.797,-2818.666,-2885.693,-2878.242
clueweb12-0108wb-76-15010,-3929.739,-3816.205,-3801.209,-3842.535
clueweb12-0012wb-53-03767,-3424.001,-3298.811,-3309.885,-3345.663
clueweb12-1313wb-18-25219,0.000,0.000,0.000,0.000
clueweb12-1412wb-34-27439,-1259.510,-1217.020,-1225.343,-1208.949
clueweb12-0302wb-23-30439,-4588.242,-4556.429,-4565.419,-4516.035
clueweb12-1415wb-88-20081,-6591.706,-6411.925,-6568.223,-6736.030
clueweb12-0807wb-84-14887,-1069.537,-1068.206,-1100.422,-1119.735
clueweb12-0408wb-77-06130,-3183.413,-2993.386,-3064.863,-3201.821
clueweb12-0600wb-94-02889,-811.070,-774.586,-759.124,-776.639
clueweb12-1213wb-15-08598,-3101.507,-2998.421,-2968.369,-2975.422
clueweb12-1906wb-47-14397,0.000,0.000,0.000,0.000
clueweb12-0818wb-55-04149,-11792.892,-11569.170,-11372.471,-11286.163
clueweb12-0013wb-29-06569,-8950.912,-8877.365,-9027.886,-8975.868
clueweb12-0103wb-37-27268,-2393.728,-2291.481,-2306.962,-2291.792
clueweb12-0110wb-69-20688,-16644.162,-15963.726,-16311.533,-16522.381
clueweb12-0205wb-94-13579,-45676.789,-43657.785,-43755.398,-44264.098
clueweb12-0704wb-19-14914,-216.038,-216.271,-222.841,-228.726
clueweb12-0209wb-43-28377,-73840.734,-75256.039,-77422.195,-77826.039
clueweb12-0803wb-24-32711,-793.696,-820.614,-854.846,-874.652
clueweb12-1008wb-63-21442,0.000,0.000,0.000,0.000
clueweb12-0000wb-59-17552,-19533.393,-18889.039,-18704.709,-18703.414
clueweb12-1103wb-50-25489,-11840.117,-11804.522,-12081.581,-12305.930
clueweb12-0609wb-29-06120,-325.511,-293.408,-302.355,-295.243
clueweb12-0700wb-86-07317,-15393.346,-15316.710,-15669.963,-15741.056
clueweb12-0300wb-38-23935,-1480.683,-1442.081,-1523.502,-1525.947
clueweb12-1116wb-74-03289,-2799.751,-2672.885,-2736.658,-2764.042
clueweb12-0800tw-67-20642,-1864.729,-1797.472,-1739.763,-1663.499
clueweb12-1407wb-87-20639,-217.839,-212.627,-216.698,-214.433
clueweb12-0007wb-62-11762,-4327.476,-4187.765,-4218.752,-4243.494
clueweb12-1800tw-05-20249,0.000,0.000,0.000,0.000
clueweb12-1007wb-78-14521,-1585.082,-1508.871,-1554.398,-1596.120
clueweb12-1011wb-67-31159,-11624.127,-11340.371,-11382.830,-11443.491
clueweb12-1711wb-89-15432,-3072.807,-3110.735,-3237.050,-3248.818
clueweb12-0604wb-58-12353,-2887.057,-2768.517,-2865.662,-2970.520
clueweb12-1500tw-30-00916,-931.365,-891.850,-892.907,-892.295
clueweb12-1504wb-31-20874,-1934.501,-1895.361,-1865.368,-1865.542
clueweb12-0509wb-43-20670,-2773.051,-2463.240,-2668.199,-2594.571
clueweb12-0208wb-75-14270,0.000,0.000,0.000,0.000
clueweb12-1411wb-06-13350,-10406.605,-9767.318,-9415.081,-9358.206
clueweb12-0210wb-16-32623,-2103.462,-2063.132,-2184.550,-2227.799
clueweb12-0402wb-82-31210,-8566.078,-8164.061,-7851.177,-7739.600
clueweb12-1019wb-11-18530,-3059.285,-3068.195,-3120.289,-3179.560
clueweb12-0002wb-95-03822,-24009.516,-23443.484,-23333.543,-23296.004
clueweb12-1413wb-40-24790,0.000,0.000,0.000,0.000
clueweb12-0300wb-68-21085,-66723.336,-65816.797,-66788.742,-67165.984
clueweb12-1613wb-85-10201,-2980.723,-2858.775,-2920.099,-2975.604
clueweb12-0411wb-89-07395,-2770.633,-2637.706,-2694.994,-2629.230
clueweb12-1018wb-93-01910,-1111.642,-1068.057,-1069.169,-1056.757
clueweb12-1614wb-94-11583,-57691.266,-56444.387,-57434.176,-57597.344
clueweb12-0013wb-18-28582,-3559.145,-3496.647,-3552.273,-3574.702
clueweb12-1109wb-33-11371,-2082.238,-2004.596,-2011.017,-2052.104
clueweb12-0303wb-11-17356,-20362.416,-19948.443,-20624.055,-20722.117
clueweb12-0702wb-67-24087,-2512.489,-2443.480,-2494.767,-2555.997
clueweb12-1014wb-61-23636,-2365.852,-2288.240,-2291.879,-2226.517
clueweb12-1511wb-32-23585,-14676.375,-13728.842,-13699.098,-13987.439
clueweb12-1502wb-36-04982,-3235.426,-3083.285,-3007.915,-3005.207
clueweb12-0312wb-03-05625,0.000,0.000,0.000,0.000
clueweb12-0507wb-32-27602,-17747.215,-17431.064,-17826.918,-18111.318
clueweb12-1017wb-27-03231,-1111.642,-1068.057,-1069.169,-1056.757
clueweb12-0103wb-16-14560,-4360.765,-4201.259,-4201.604,-4222.586
clueweb12-1815wb-14-08471,-254.728,-238.933,-253.987,-234.639
clueweb12-1510wb-65-02903,0.000,0.000,0.000,0.000
clueweb12-1111wb-00-25056,-989.496,-967.253,-970.372,-966.175
clueweb12-1200wb-38-11299,-615.527,-620.194,-643.897,-660.655
clueweb12-1806wb-95-13622,-84.523,-85.327,-85.637,-83.815
clueweb12-0503wb-18-11701,-1339.568,-1285.011,-1299.210,-1357.726
clueweb12-0603wb-79-00566,-15074.967,-14646.565,-15020.619,-15129.020
clueweb12-0212wb-14-10117,0.000,0.000,0.000,0.000
clueweb12-0709wb-48-01042,-2813.611,-2752.867,-2731.076,-2687.903
clueweb12-0600wb-06-17127,0.000,0.000,0.000,0.000
clueweb12-0400wb-86-28342,-1741.541,-1701.815,-1715.242,-1709.262
clueweb12-0211wb-62-15403,0.000,0.000,0.000,0.000
clueweb12-0717wb-43-03277,0.000,0.000,0.000,0.000
clueweb12-0008wb-11-13445,-3419.882,-3549.012,-3682.624,-3709.793
clueweb12-0812wb-61-08725,-5738.117,-5489.936,-5531.797,-5642.255
clueweb12-0600tw-27-08695,-1578.613,-1530.625,-1538.752,-1588.179
clueweb12-0003wb-49-12924,-5228.053,-4870.533,-4559.225,-4509.372
clueweb12-0001wb-65-27794,-2614.078,-2512.844,-2518.810,-2517.959
clueweb12-0715wb-59-26244,-11217.412,-11008.270,-11290.169,-11395.688
clueweb12-0112wb-37-16243,-3843.035,-3897.141,-4057.313,-4111.242
clueweb12-0710wb-98-20318,-15619.291,-15433.127,-15883.207,-16032.647
clueweb12-1413wb-65-23541,-284.719,-282.179,-285.332,-287.105
clueweb12-0202wb-54-20479,-5810.002,-5726.294,-5733.603,-5754.958
clueweb12-0205wb-08-06178,-21200.988,-21116.127,-22076.342,-22566.908
clueweb12-0007wb-24-01007,-205.884,-190.099,-190.918,-195.686
clueweb12-1615wb-50-05912,-1062.873,-1047.609,-1028.331,-1018.625
clueweb12-0203wb-53-31154,-6350.068,-6339.437,-6391.443,-6443.045
clueweb12-0200tw-62-05175,-627.324,-588.704,-574.874,-568.021
clueweb12-1407wb-00-23122,-793.614,-779.408,-792.027,-779.085
clueweb12-1914wb-07-37708,-267.261,-259.001,-270.754,-276.696
clueweb12-0309wb-14-21470,-282.657,-278.692,-286.093,-284.508
clueweb12-0008wb-46-13640,-2130.548,-1995.694,-2049.000,-2111.415
clueweb12-0104wb-70-21398,-543.170,-500.555,-521.244,-534.098
clueweb12-1014wb-23-08387,-10453.257,-10095.608,-10284.956,-10274.452
clueweb12-1412wb-45-04917,-1288.800,-1253.491,-1251.959,-1230.951
clueweb12-0000wb-51-28684,0.000,0.000,0.000,0.000
clueweb12-1316wb-41-02972,-49516.578,-47616.566,-47036.395,-47026.215
clueweb12-1903wb-39-25946,-892.189,-874.328,-878.376,-869.371
clueweb12-0814wb-54-14664,-924.474,-913.466,-932.763,-930.915
clueweb12-0915wb-95-10047,-3340.938,-3314.379,-3296.357,-3317.068
clueweb12-0204wb-53-18796,0.000,0.000,0.000,0.000
clueweb12-0609wb-23-22133,0.000,0.000,0.000,0.000
clueweb12-1308wb-31-11948,-232.270,-217.018,-196.626,-204.534
clueweb12-0602wb-45-22728,-12193.853,-12364.985,-12804.907,-13108.735
clueweb12-0202wb-87-23694,0.000,0.000,0.000,0.000
clueweb12-0207wb-87-01583,-596.853,-567.438,-575.233,-585.857
clueweb12-0106wb-88-19745,-692.978,-673.787,-675.712,-680.112
clueweb12-0006wb-33-06702,-1315.514,-1323.187,-1406.509,-1422.351
clueweb12-0801wb-68-08284,-2779.164,-2735.962,-2760.586,-2780.751
clueweb12-0208wb-90-02520,-20331.070,-19642.986,-19560.980,-19396.301
clueweb12-1908wb-88-06482,-20332.191,-19656.184,-19784.201,-20044.500
clueweb12-0111wb-50-04383,-1544.428,-1491.250,-1504.903,-1525.599
clueweb12-0205wb-41-24555,-868.071,-812.452,-825.158,-823.098
clueweb12-1107wb-84-22141,0.000,0.000,0.000,0.000
clueweb12-0701wb-46-07063,-758.482,-722.074,-717.544,-721.638
clueweb12-0510wb-58-28703,-2064.936,-2012.928,-2038.375,-2093.511
clueweb12-0103wb-88-28633,-755.991,-744.117,-740.336,-737.985
clueweb12-0009wb-92-30447,-192.378,-174.475,-184.784,-187.954
clueweb12-0600tw-12-09694,-31816.963,-30977.408,-31379.703,-31095.514
clueweb12-0919wb-20-11876,-6439.572,-6241.988,-6286.459,-6323.159
clueweb12-1018wb-75-26346,-2693.610,-2613.763,-2573.967,-2570.688
clueweb12-1604wb-02-32637,-741.282,-742.709,-761.277,-759.781
clueweb12-0612wb-76-03666,-6138.374,-5999.462,-6026.086,-6043.227
clueweb12-0002wb-87-07042,-2506.294,-2496.916,-2579.990,-2567.490
clueweb12-0703wb-71-14485,-1574.309,-1550.749,-1560.294,-1591.960
clueweb12-1016wb-32-05185,-1409.194,-1361.531,-1339.446,-1355.562
clueweb12-0102wb-24-20759,-1553.194,-1487.379,-1494.684,-1507.152
clueweb12-0204wb-77-34087,-10359.686,-9947.470,-10139.115,-10189.570
clueweb12-1308wb-52-22734,-232.914,-230.599,-241.673,-248.420
clueweb12-1511wb-67-09520,-15085.447,-14057.495,-13983.896,-14245.098
clueweb12-1414wb-30-14548,-45536.410,-46307.680,-47841.625,-47841.172
clueweb12-0505wb-73-01135,-1712.103,-1630.506,-1644.741,-1664.392
clueweb12-1215wb-23-04178,-2455.450,-2335.945,-2363.049,-2410.585
clueweb12-0103wb-16-20886,-12953.939,-11800.617,-12436.802,-13304.189
clueweb12-1715wb-29-20644,-1213.927,-1158.423,-1176.979,-1245.877
clueweb12-0511wb-18-08092,0.000,0.000,0.000,0.000
clueweb12-0917wb-94-19611,-4156.882,-4036.082,-4054.638,-4053.338
clueweb12-1511wb-06-13576,-6955.135,-6543.488,-6678.160,-6893.432
clueweb12-1505wb-53-08093,-1432.441,-1383.308,-1439.131,-1444.397
clueweb12-0108wb-88-14135,-869.881,-826.343,-843.359,-851.601
clueweb12-1811wb-36-02915,-215.260,-201.498,-202.990,-203.474
clueweb12-1600wb-54-20040,-37676.637,-37085.316,-37949.641,-38533.164
clueweb12-1705wb-30-24607,-166.723,-150.148,-148.028,-129.532
clueweb12-0906wb-67-27314,-200004.578,-195074.281,-199150.562,-201324.438
clueweb12-1702wb-95-22220,-22844.725,-21597.107,-21542.746,-21744.266
clueweb12-1516wb-62-25790,-878.148,-824.289,-841.581,-827.826
clueweb12-1905wb-20-01723,-3606.873,-3433.059,-3394.909,-3440.448
clueweb12-0506wb-38-08641,-3725.212,-3605.990,-3531.562,-3573.438
clueweb12-0304wb-28-20960,-4967.647,-4838.048,-4742.370,-4824.818
clueweb12-0102wb-20-01371,-1800.445,-1736.262,-1780.188,-1786.071
clueweb12-1302wb-12-28919,-427.369,-407.643,-423.266,-426.551
clueweb12-0001wb-04-25363,-2860.436,-2768.816,-2754.139,-2809.269
clueweb12-1402wb-76-25016,-4662.623,-4483.609,-4462.746,-4422.870
clueweb12-0102wb-44-30951,-2100.510,-2008.981,-1954.472,-1944.207
clueweb12-1601wb-41-00685,-1666.627,-1671.920,-1655.642,-1610.527
clueweb12-1211wb-51-10270,-179.739,-180.584,-180.687,-182.513
clueweb12-0111wb-08-31469,-1320.723,-1269.234,-1304.808,-1324.394
clueweb12-0402wb-53-19191,-10105.070,-10032.030,-10431.271,-10811.314
clueweb12-1601wb-63-19414,0.000,0.000,0.000,0.000
clueweb12-1217wb-49-05474,-534.451,-517.477,-532.733,-528.722
clueweb12-1900wb-01-00568,-2515.405,-2428.788,-2447.924,-2421.206
clueweb12-1010wb-19-18721,-1767.755,-1733.526,-1737.445,-1724.462
clueweb12-1020wb-30-26836,0.000,0.000,0.000,0.000
clueweb12-0005wb-24-29344,-6669.154,-6444.272,-6509.454,-6523.875
clueweb12-1020wb-69-06385,-807.728,-781.503,-758.923,-782.489
clueweb12-1912wb-42-27422,-24228.629,-24912.963,-25920.879,-26099.254
clueweb12-1906wb-44-11152,0.000,0.000,0.000,0.000
clueweb12-0507wb-55-32297,0.000,0.000,0.000,0.000
clueweb12-0304wb-81-22864,-2405.438,-2338.668,-2293.992,-2289.113
clueweb12-0807wb-91-19950,-2021.730,-1923.918,-1891.978,-1876.761
clueweb12-1211wb-45-28791,-7854.196,-7674.586,-7578.362,-7393.282
clueweb12-0009wb-39-23031,-135.631,-133.551,-139.035,-140.301
clueweb12-0503wb-45-32829,-395.324,-381.618,-369.368,-361.713
clueweb12-0710wb-86-14806,-2283.177,-2241.070,-2264.064,-2262.585
clueweb12-1507wb-15-17815,-1482.795,-1446.687,-1495.910,-1492.468
clueweb12-0206wb-10-10126,-2151.154,-2054.556,-2015.201,-2018.012
clueweb12-0000wb-11-25996,0.000,0.000,0.000,0.000
clueweb12-1414wb-70-15291,-1873.835,-1836.676,-1846.531,-1835.822
clueweb12-0501wb-81-15860,-1651.788,-1527.879,-1545.191,-1579.662
clueweb12-0301wb-20-07752,0.000,0.000,0.000,0.000
clueweb12-0715wb-53-08305,-3500.896,-3412.303,-3504.821,-3548.760
clueweb12-1900wb-75-05898,-1454.544,-1415.855,-1410.632,-1391.973
clueweb12-1606wb-45-07979,-1240.983,-1250.483,-1299.582,-1304.048
clueweb12-1404wb-81-20871,-6461.998,-6167.396,-6227.066,-6309.076
clueweb12-1601wb-62-11016,-3896.371,-3821.213,-3852.534,-3812.430
clueweb12-0610wb-68-30983,-3527.074,-3419.418,-3464.818,-3470.393
clueweb12-1913wb-89-16269,-652.028,-636.238,-636.153,-630.440
clueweb12-0007wb-16-14607,-3710.837,-3526.358,-3556.594,-3615.213
clueweb12-0110wb-33-10997,0.000,0.000,0.000,0.000
clueweb12-1706wb-39-28955,-7402.132,-7230.802,-7400.457,-7453.408
clueweb12-1808wb-69-10523,-2278.418,-2236.714,-2197.162,-2186.907
clueweb12-0700tw-08-04388,-491.206,-494.404,-506.936,-517.601
clueweb12-1713wb-09-28047,-2042.280,-1974.803,-2010.324,-2013.318
clueweb12-0211wb-79-10526,-2689.578,-2598.189,-2638.401,-2721.951
clueweb12-0708wb-65-02359,-3210.273,-3155.645,-3205.094,-3236.205
clueweb12-0301tw-48-14686,-19554.820,-18852.861,-18817.213,-18812.324
clueweb12-1413wb-53-24817,-22326.037,-21546.797,-20950.047,-20804.678
clueweb12-0111wb-53-17538,-1815.831,-1820.366,-1842.610,-1858.860
clueweb12-0204wb-38-25578,-798.380,-768.887,-807.556,-811.314
clueweb12-0201wb-47-07367,-5010.399,-4944.220,-5056.231,-5016.371
clueweb12-1102wb-50-27122,-2144.444,-2100.513,-2157.216,-2186.075
clueweb12-0202wb-93-19774,-813.715,-758.257,-804.895,-830.508
clueweb12-0802wb-62-17462,-2474.761,-2356.861,-2362.907,-2401.918
clueweb12-0007wb-46-13265,-218.190,-213.505,-222.466,-222.305
clueweb12-0703wb-17-08043,-3383.872,-3259.061,-3246.852,-3252.695
clueweb12-1116wb-27-23096,-41166.219,-40183.680,-41847.656,-43082.582
clueweb12-0201wb-54-03305,-6819.894,-6460.475,-6838.836,-6822.578
clueweb12-0205wb-92-08400,-415.750,-383.465,-393.283,-407.933
clueweb12-0501wb-91-13659,-4466.344,-4275.134,-4099.257,-4084.494
clueweb12-1203wb-92-12304,-2739.544,-2616.190,-2653.849,-2690.205
clueweb12-1404wb-64-28648,-8736.679,-8627.257,-9104.905,-9368.984
clueweb12-1100wb-72-08529,-5697.995,-5446.578,-5478.176,-5491.880
clueweb12-1215wb-35-14885,-238.810,-230.695,-232.358,-228.418
clueweb12-1101wb-51-11737,0.000,0.000,0.000,0.000
clueweb12-0909wb-21-14817,-1545.412,-1476.625,-1493.233,-1476.105
clueweb12-0004wb-37-03738,-2197.121,-2113.007,-2100.090,-2086.812
clueweb12-0917wb-43-08872,-8184.115,-7793.176,-7685.734,-7639.360
clueweb12-1000wb-66-00886,-562.141,-545.740,-549.316,-553.594
clueweb12-0001wb-88-24692,-19810.096,-19517.705,-19401.221,-19105.959
clueweb12-1603wb-25-08524,0.000,0.000,0.000,0.000
clueweb12-0600tw-00-23075,0.000,0.000,0.000,0.000
clueweb12-1407wb-87-03059,-4798.854,-4621.630,-4569.357,-4708.275
clueweb12-0306wb-31-10744,-148.312,-147.306,-141.706,-144.085
clueweb12-0104wb-99-16597,-13133.754,-12718.494,-12800.762,-13040.609
clueweb12-0911wb-55-01117,-937.061,-897.078,-911.385,-901.537
clueweb12-1700wb-28-11859,-689.944,-791.801,-833.694,-852.310
clueweb12-1908wb-33-11880,-294.187,-286.463,-270.439,-260.758
clueweb12-0302wb-33-31732,-2394.387,-2390.672,-2454.635,-2526.632
clueweb12-0004wb-94-03993,-7081.288,-6823.208,-6550.738,-6434.894
clueweb12-1205wb-11-14167,-12597.838,-12286.757,-12543.297,-12809.229
clueweb12-1603wb-92-10252,0.000,0.000,0.000,0.000
clueweb12-0701wb-52-34079,-4963.414,-5074.968,-5249.745,-5294.104
clueweb12-1703wb-65-19260,-1947.090,-1869.295,-1881.057,-1883.164
clueweb12-1411wb-23-13726,-3172.224,-3111.972,-3202.285,-3244.061
clueweb12-0208wb-70-28456,-12107.771,-11741.109,-11716.159,-11772.306
clueweb12-1107wb-71-21067,-2909.654,-2856.846,-2883.477,-2840.683
