filename,n_abbrs,n_as,n_blockquotes,n_bolds,n_cites,n_divs,n_dls,n_forms,n_h1s,n_h2s,n_h3s,n_h4s,n_h5s,n_h6s,n_hs,n_imgs,n_inputs,n_links,n_lists,n_ols,n_ps,n_qs,n_scripts,n_spans,n_table,n_uls
clueweb12-1107wb-73-13579,0,99,0,0,0,18,0,2,1,3,0,0,0,0,4,10,7,14,2,0,59,0,26,322,3,2
clueweb12-0918wb-43-26935,0,20,0,0,0,25,0,2,1,0,1,2,0,0,4,0,6,7,3,0,0,0,8,6,2,3
clueweb12-0105wb-90-11725,0,126,0,30,0,39,0,0,0,0,0,0,0,0,0,96,0,2,4,1,42,0,2,38,15,3
clueweb12-1103wb-28-09988,0,10,0,7,0,11,0,0,3,1,1,0,0,0,5,14,0,0,0,0,39,0,4,1,3,0
clueweb12-0700wb-67-06708,0,45,0,21,0,31,0,0,0,0,4,12,0,0,16,6,0,2,2,0,56,0,6,2,2,2
clueweb12-0608wb-67-23298,0,18,0,0,0,8,0,1,0,0,0,0,0,0,0,10,6,2,1,0,12,0,9,0,9,1
clueweb12-1504wb-32-03858,0,95,0,0,0,38,0,1,0,6,8,0,0,0,14,16,2,12,6,0,11,0,11,0,0,6
clueweb12-0109wb-38-30511,0,72,0,1,0,2,0,1,1,3,1,0,0,0,5,10,2,1,0,0,7,0,1,3,6,0
clueweb12-0406wb-54-29890,0,55,0,4,0,4,0,1,0,0,1,0,2,0,3,53,2,2,0,0,42,0,7,8,20,0
clueweb12-1505wb-38-18757,0,21,0,2,0,50,0,2,1,1,0,1,0,0,3,17,5,15,1,0,2,0,23,3,1,1
clueweb12-1100tw-90-16035,3,160,0,0,0,65,0,3,1,14,2,0,0,0,17,16,13,45,10,0,25,0,16,16,1,10
clueweb12-0807wb-31-17472,0,166,0,0,0,22,0,2,2,1,0,0,0,0,3,113,2,5,0,0,5,0,5,81,36,0
clueweb12-0701wb-14-14138,0,55,0,0,0,51,0,1,1,4,1,0,1,0,7,7,14,4,6,0,18,0,12,7,3,6
clueweb12-1408wb-59-15674,0,80,1,41,0,36,0,1,1,8,1,0,7,0,17,3,3,13,9,0,43,0,9,33,2,9
clueweb12-1610wb-08-25764,0,4899,0,2,0,17,0,1,1,1,1,32,0,0,35,4,4,6,3,0,7,0,8,37,0,3
clueweb12-1019wb-13-09671,0,98,3,2,0,2,0,0,0,1,6,5,1,0,13,3,0,2,20,0,22,0,0,24,6,20
clueweb12-1909wb-33-26173,0,62,0,0,0,46,0,2,0,0,0,0,0,0,0,3,5,2,0,0,0,0,9,2,2,0
clueweb12-0101wb-42-11185,0,43,0,1,0,13,0,1,1,5,0,0,0,0,6,21,2,2,5,0,14,0,6,1,2,5
clueweb12-1614wb-06-00381,0,45,0,0,0,42,0,0,0,0,0,0,0,0,0,40,0,3,0,0,0,0,5,0,0,0
clueweb12-0301wb-25-04556,0,87,0,0,0,58,0,1,1,2,0,0,0,0,3,7,13,17,14,0,6,0,21,61,2,14
clueweb12-1709wb-07-17879,0,82,0,0,0,37,0,2,2,1,1,0,1,4,5,8,4,2,9,0,20,0,3,2,0,9
clueweb12-0103wb-06-19878,0,583,0,1,0,53,0,0,1,0,1,0,0,0,2,2,0,0,0,0,2,0,2,1,2,0
clueweb12-0400tw-74-08755,2,2319,0,1,0,53,0,1,2,1,7,5,0,0,15,11,2,9,32,0,17,0,16,4,0,32
clueweb12-0305wb-97-06751,0,106,0,11,0,28,0,1,1,8,0,0,0,0,9,1,2,2,16,0,2,0,4,1,1,16
clueweb12-1703wb-03-04395,0,12,0,9,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,0,2
clueweb12-0409wb-09-10069,0,17,0,118,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,218,0,0,593,0,0
clueweb12-1607wb-17-02386,0,25,0,0,0,56,0,1,1,0,0,0,0,0,1,0,3,3,0,0,14,0,4,18,9,0
clueweb12-1216wb-35-19709,0,55,0,47,0,37,0,4,0,1,7,0,0,0,8,36,10,4,1,0,132,0,3,1,9,1
clueweb12-0002wb-97-13680,0,152,0,13,0,43,0,2,0,0,0,0,0,0,0,6,11,4,25,2,15,0,31,2,0,23
clueweb12-1512wb-60-08149,0,77,0,0,0,50,1,1,1,3,0,0,0,0,4,0,6,3,8,0,16,0,4,0,0,7
clueweb12-1019wb-27-00059,0,79,0,0,0,27,0,1,2,6,4,0,0,0,12,13,5,5,4,0,21,0,14,0,1,4
clueweb12-0504wb-45-34616,0,213,0,7,0,57,0,2,2,20,0,0,0,0,22,8,3,6,14,0,39,0,4,15,1,14
clueweb12-0302wb-12-32656,0,51,0,2,0,13,0,0,1,1,0,0,0,0,2,36,0,4,0,0,62,0,9,5,4,0
clueweb12-1505wb-52-22610,0,65,0,2,0,6,0,1,1,12,0,0,0,0,13,8,2,2,6,1,84,0,5,3,7,5
clueweb12-0202wb-06-35268,0,28,0,0,0,12,0,0,0,0,0,1,0,0,1,1,0,1,2,0,30,0,0,0,1,2
clueweb12-0307wb-38-15180,0,248,0,24,0,247,0,5,2,6,6,0,0,0,14,144,42,6,7,2,18,2,29,205,4,5
clueweb12-1313wb-92-00760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
clueweb12-0205wb-13-12297,0,58,0,0,0,29,0,0,0,0,0,0,8,0,8,10,0,1,9,0,25,0,9,0,0,9
clueweb12-0917wb-66-02947,0,658,0,0,0,101,47,1,1,1,0,0,0,0,2,15,2,8,53,0,10,0,6,3,0,6
clueweb12-1806wb-44-12017,0,50,1,2,0,10,0,1,0,7,6,1,0,0,14,89,3,1,22,2,43,0,9,5,22,20
clueweb12-0203wb-23-19846,0,3,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0
clueweb12-0100wb-01-22155,0,17,0,0,0,14,0,1,1,0,0,0,0,0,1,2,2,5,4,1,26,0,3,0,0,3
clueweb12-1020wb-77-15681,0,56,0,0,0,38,0,1,1,2,3,0,0,0,6,3,2,8,5,0,2,0,3,6,0,5
clueweb12-1611wb-86-27666,0,56,0,0,0,46,0,4,1,0,1,4,0,0,6,16,18,19,8,0,30,0,0,8,1,8
clueweb12-0411wb-11-20540,0,105,0,0,0,39,0,2,7,4,0,0,0,0,11,19,9,5,8,1,244,0,12,5,1,7
clueweb12-0106wb-26-27786,0,623,0,4,0,132,0,2,1,10,8,4,0,0,23,20,6,5,18,0,127,0,24,35,0,18
clueweb12-1610wb-42-01454,0,9,0,9,0,0,0,0,1,0,0,0,0,0,1,2,0,0,2,0,2,0,0,0,3,2
clueweb12-1302wb-63-12741,0,228,0,1,0,0,0,1,0,0,0,0,0,0,0,3,10,1,0,0,66,0,6,0,15,0
clueweb12-0606wb-19-26655,0,43,0,9,0,47,0,0,1,0,13,26,32,10,72,24,0,3,28,4,285,0,7,5,4,24
clueweb12-0611wb-38-23088,0,1739,0,1,0,38,0,3,0,0,8,0,0,0,8,20,31,3,6,0,17,0,15,27,18,6
clueweb12-0603wb-69-04499,0,38,0,4,0,4,0,2,0,0,0,0,0,0,0,9,4,2,0,0,1,0,1,0,17,0
clueweb12-1605wb-76-08390,0,56,0,0,0,28,0,1,1,7,0,0,0,0,8,2,2,7,4,0,4,0,3,6,0,4
clueweb12-0104wb-89-11528,0,189,0,0,0,8,0,1,1,2,0,0,0,0,3,9,4,1,4,0,23,0,24,1,14,4
clueweb12-0201wb-81-31089,0,0,0,47,0,1,0,0,0,0,54,0,0,0,54,1,0,1,0,0,126,0,0,0,1,0
clueweb12-0302wb-73-25003,0,41,0,2,0,0,0,0,1,3,1,0,0,0,5,0,0,1,2,0,11,0,3,5,0,2
clueweb12-1207wb-97-10522,0,64,0,0,0,112,0,1,1,6,0,0,0,0,7,10,5,5,8,0,51,0,6,36,0,8
clueweb12-0002wb-40-00883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clueweb12-0101wb-05-08124,0,152,8,10,0,17,0,2,1,8,0,0,0,0,9,31,6,2,5,1,31,0,9,37,10,4
clueweb12-0210wb-96-06119,0,30,0,44,0,8,0,1,1,0,0,0,0,0,1,33,2,4,17,0,46,0,8,9,7,17
clueweb12-0000tw-33-01824,0,19,0,0,0,5,0,1,0,0,0,0,0,0,0,15,5,1,0,0,13,0,4,22,14,0
clueweb12-1807wb-52-27460,2,107,0,0,0,56,0,0,1,10,6,0,0,0,17,0,0,9,9,0,41,0,3,10,0,9
clueweb12-0309wb-02-02638,0,75,0,2,0,15,0,2,9,5,1,0,0,0,15,31,13,1,1,0,11,0,8,16,31,1
clueweb12-0012wb-12-19144,0,110,0,0,0,90,0,3,1,5,4,0,0,0,10,16,13,9,18,4,38,0,18,88,2,14
clueweb12-1804wb-87-06209,0,188,0,0,0,17,0,1,1,4,0,0,0,0,5,9,2,15,6,0,8,0,6,0,0,6
clueweb12-0303wb-80-05410,0,27,0,0,0,10,0,1,0,0,0,0,0,0,0,22,2,1,0,0,36,0,2,4,9,0
clueweb12-1503wb-12-20474,1,416,0,0,3,312,1,1,0,18,1,2,0,0,21,37,4,12,6,1,7,0,42,386,3,4
clueweb12-1017wb-32-20948,0,125,0,0,0,51,0,1,11,25,4,0,0,0,40,48,5,5,9,0,75,0,42,0,1,9
clueweb12-0104wb-29-20386,0,178,0,0,0,111,0,3,2,1,3,7,0,0,13,173,9,3,7,0,24,0,4,277,0,7
clueweb12-1613wb-09-18115,0,266,0,0,103,461,0,2,1,3,5,0,0,0,9,126,9,9,41,4,154,0,18,117,0,37
clueweb12-1307wb-20-34091,0,44,0,0,0,16,0,1,1,2,0,0,0,0,3,1,10,52,0,0,10,0,10,7,0,0
clueweb12-0705wb-04-20766,0,57,0,0,0,132,0,1,2,1,1,1,1,7,6,17,43,15,0,0,2,0,18,104,4,0
clueweb12-1401wb-43-10527,0,960,0,2,0,38,0,1,1,23,1,0,0,0,25,9,11,3,20,0,3,0,16,7,1,20
clueweb12-1201wb-37-10898,1,78,0,2,0,24,0,2,1,1,4,0,0,0,6,2,6,14,6,0,9,0,12,49,0,6
clueweb12-1707wb-32-12485,0,94,1,2,0,26,0,0,0,0,0,0,0,0,0,22,0,3,6,0,51,0,6,5,11,6
clueweb12-0109wb-38-09976,0,45,0,18,0,0,0,3,0,0,0,0,0,0,0,25,2,1,0,0,0,0,4,0,16,0
clueweb12-1611wb-71-19402,0,210,0,0,0,8,0,0,0,1,0,0,4,0,5,3,0,1,0,0,13,0,2,1,3,0
clueweb12-0111wb-50-12358,0,164,0,187,0,66,0,0,1,0,2,0,0,0,3,55,0,1,8,1,12,0,5,1,11,7
clueweb12-1313wb-78-19707,0,333,10,0,0,30,0,1,0,18,0,0,0,0,18,12,66,74,7,0,127,0,2,9,8,7
clueweb12-0000wb-00-40705,0,106,0,5,0,51,0,2,1,0,0,0,3,0,4,6,11,3,20,2,10,0,28,4,0,18
clueweb12-0811wb-96-07300,0,11,0,0,0,8,0,0,1,0,26,0,0,0,27,1,0,20,10,4,92,0,8,14,0,6
clueweb12-0809wb-70-14158,0,265,0,0,0,66,0,2,0,7,29,0,2,0,38,31,9,15,27,0,39,0,8,39,22,27
clueweb12-0000wb-21-13833,0,75,0,0,0,147,0,2,1,2,1,1,0,0,5,16,5,4,9,0,17,0,38,34,21,9
clueweb12-0410wb-38-21654,0,16,0,16,0,1,0,3,1,0,1,0,0,0,2,67,24,1,0,0,36,0,1,2,9,0
clueweb12-0010wb-39-16315,0,29,0,0,0,76,0,4,1,5,4,1,0,0,11,12,14,8,3,0,17,0,14,17,0,3
clueweb12-0817wb-95-13945,0,69,0,39,0,2,0,0,0,0,0,0,1,0,1,19,0,0,9,0,101,0,0,0,7,9
clueweb12-0310wb-34-23554,0,237,0,0,0,187,0,1,1,4,0,10,0,0,15,19,2,5,35,0,29,0,24,7,1,35
clueweb12-0310wb-04-15064,0,72,0,1,0,36,0,2,1,1,0,0,0,0,2,15,9,2,9,0,6,0,19,9,3,9
clueweb12-0901tw-12-04077,0,19,0,1,0,135,0,1,1,3,3,0,0,0,7,7,2,11,4,0,39,0,11,12,0,4
clueweb12-0606wb-39-01271,0,42,0,4,0,26,0,0,1,0,10,21,25,12,57,9,0,3,37,4,223,0,7,5,1,33
clueweb12-0815wb-58-16642,1,152,0,0,1,75,0,3,1,4,2,7,0,0,14,30,13,19,25,12,17,0,23,86,0,13
clueweb12-0307wb-17-16188,0,22,0,10,0,15,0,1,3,0,0,0,0,0,3,14,0,1,1,0,0,0,0,7,12,1
clueweb12-1201wb-49-00944,0,141,0,0,0,161,0,2,1,2,4,1,0,0,8,1,6,11,8,0,23,0,11,191,0,8
clueweb12-0510wb-92-21168,0,4,0,1,0,6,0,1,0,0,0,0,0,0,0,1,8,0,0,0,9,0,6,10,2,0
clueweb12-0111wb-02-17139,0,96,0,29,0,15,0,2,0,0,0,0,0,0,0,44,9,2,0,0,5,0,13,7,17,0
clueweb12-0002wb-59-22645,0,56,0,0,0,125,0,2,1,0,0,0,0,0,1,14,5,4,6,0,1,0,36,19,18,6
clueweb12-0210wb-40-04714,0,65,0,0,0,4,0,1,0,0,0,0,0,0,0,41,3,2,1,0,16,0,7,58,62,1
clueweb12-1105wb-97-12474,0,8,0,0,0,1,0,0,1,0,0,0,0,0,1,15,0,1,0,0,6,0,2,0,8,0
clueweb12-0912wb-43-05708,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,0,8,14,4,0
clueweb12-0104wb-60-14141,0,25,0,4,0,16,0,2,4,3,0,0,0,0,7,25,8,1,2,0,1,0,1,8,9,2
clueweb12-0911wb-57-29106,0,86,0,0,0,38,0,0,1,9,2,0,0,0,12,0,0,9,4,0,34,0,33,18,0,4
clueweb12-1612wb-24-28674,0,114,0,0,0,119,0,5,1,9,5,0,0,0,15,28,20,8,6,0,67,0,20,44,0,6
clueweb12-1400wb-51-22122,0,77,0,13,0,7,0,1,1,0,0,0,0,0,1,72,4,3,0,0,13,0,16,0,30,0
clueweb12-1017wb-39-18614,0,55,0,0,0,57,0,0,0,0,1,0,0,0,1,19,0,1,1,0,25,0,4,1,0,1
clueweb12-0000wb-19-14220,0,84,1,417,0,1,0,1,1,1,0,0,0,0,2,8,6,1,0,0,7,0,0,1,8,0
clueweb12-0309wb-46-09195,0,111,0,9,0,8,0,3,0,0,0,0,0,0,0,79,4,3,1,0,20,0,11,12,39,1
clueweb12-0003wb-34-01791,0,148,0,10,0,113,0,1,1,1,2,0,0,0,4,79,20,7,4,0,7,0,37,23,50,4
clueweb12-0604wb-58-09327,0,40,0,0,0,1,0,0,2,0,0,0,0,0,2,2,0,0,43,0,162,0,0,60,5,43
clueweb12-1501wb-17-14920,0,85,0,23,1,52,0,1,1,11,0,0,0,0,12,0,2,21,12,0,109,0,0,0,0,12
clueweb12-1202wb-81-11724,0,182,1,1,0,214,0,2,1,7,0,15,0,0,23,33,14,20,10,0,106,0,19,77,0,10
clueweb12-0703wb-54-03700,0,57,0,0,0,139,0,1,2,1,1,1,1,7,6,17,47,15,0,0,2,0,18,116,4,0
clueweb12-1305wb-59-10984,0,6,0,0,0,2,0,1,1,0,0,0,0,0,1,24,11,1,1,1,153,0,12,4,1,0
clueweb12-0700wb-47-12353,0,393,0,0,0,12,0,1,1,0,0,0,0,0,1,5,16,9,11,0,2,0,12,3,0,11
clueweb12-1215wb-21-16754,0,60,0,2,0,21,0,2,3,2,0,0,0,0,5,10,3,4,8,0,9,0,10,6,3,8
clueweb12-0013wb-60-02323,0,123,0,0,0,66,0,4,1,9,5,0,0,0,15,9,18,8,6,0,125,0,13,295,0,6
clueweb12-1500wb-53-23442,0,27,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0
clueweb12-1316wb-04-21842,0,329,0,89,0,308,0,1,1,8,2,0,0,0,11,110,2,1,8,4,0,0,9,24,1,4
clueweb12-1214wb-13-14020,0,608,0,62,0,27,0,1,1,2,4,0,0,0,7,22,3,8,2,0,21,0,12,0,15,2
clueweb12-0909wb-58-28865,0,80,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,204,0,0,301,0,0
clueweb12-1809wb-36-23719,0,62,0,0,0,18,0,2,1,4,3,0,0,0,8,5,12,1,11,0,19,0,5,1,0,11
clueweb12-0606wb-04-26163,0,133,0,2,0,0,0,1,0,0,0,0,0,0,0,126,2,0,0,0,11,0,0,40,46,0
clueweb12-0813wb-22-09721,2,389,5,1,69,89,0,1,1,17,1,0,0,0,19,8,2,64,23,2,241,0,11,5,1,21
clueweb12-1604wb-36-17933,0,474,0,2,0,19,4,1,1,1,0,0,0,0,2,6,2,8,757,0,13,0,5,25,0,753
clueweb12-1612wb-53-08585,0,180,0,0,0,467,0,2,1,12,0,0,0,0,13,76,6,2,23,1,469,0,42,28,0,22
clueweb12-0808wb-30-01818,0,18,13,30,0,0,0,0,2,3,0,0,0,0,5,5,0,0,0,0,132,0,0,0,0,0
clueweb12-1100tw-30-02750,0,235,0,0,0,132,0,3,1,0,19,12,0,0,32,22,9,5,28,1,193,0,32,45,0,27
clueweb12-1100tw-26-00228,0,21,0,0,0,23,1,1,3,1,0,0,0,0,4,12,9,1,5,0,4,0,20,4,0,4
clueweb12-0717wb-26-05300,0,205,0,0,0,94,0,5,2,1,18,1,6,0,28,6,27,1,34,2,48,0,36,5,0,32
clueweb12-0301wb-24-19161,0,48,0,0,0,38,0,1,1,0,1,0,0,0,2,62,3,3,8,0,63,0,2,75,11,8
clueweb12-1910wb-27-09229,0,150,0,0,0,15,0,2,1,0,0,0,0,0,1,3,5,2,41,0,1,0,8,23,0,41
clueweb12-0203wb-61-27773,0,26,0,0,0,20,0,0,3,0,0,0,0,0,3,0,0,1,2,0,1,0,8,13,1,2
clueweb12-1209wb-57-08037,0,30,0,104,0,2,1,0,1,0,0,0,1,0,2,16,0,1,1,0,11,0,1,1,5,0
clueweb12-1702wb-92-16756,0,91,0,0,0,13,0,1,1,1,1,3,0,0,6,0,2,4,7,0,3,0,9,64,0,7
clueweb12-1208wb-53-21624,0,157,0,0,0,32,0,2,0,8,1,0,0,0,9,15,10,56,9,0,26,0,18,17,0,9
clueweb12-0109wb-39-27362,0,161,0,9,0,77,0,2,1,1,0,0,0,0,2,100,11,4,12,0,32,0,15,34,2,12
clueweb12-0303wb-97-09607,0,19,0,6,0,3,0,0,0,0,0,0,0,0,0,1,0,0,2,1,48,0,0,2,1,1
clueweb12-0410wb-33-33425,0,2,0,0,0,6,0,0,1,8,0,0,0,0,9,4,0,1,3,1,0,0,4,7,1,2
clueweb12-0000tw-14-17390,0,136,0,0,0,46,0,2,3,0,0,0,0,0,3,13,8,3,25,19,106,0,6,0,7,6
clueweb12-0918wb-46-02244,0,48,0,0,0,31,0,1,0,1,0,0,0,0,1,5,4,7,9,0,16,0,9,0,5,9
clueweb12-0603wb-13-25606,0,22,0,21,0,4,0,2,0,0,0,0,0,0,0,0,6,0,0,0,5,0,1,2,4,0
clueweb12-0412wb-14-22162,0,16,0,5,0,2,0,0,0,0,0,0,0,0,0,26,0,4,2,0,1,0,14,11,20,2
clueweb12-0900wb-77-19513,0,78,0,88,0,22,0,0,0,1,1,0,1,0,3,8,0,0,5,0,4,0,0,0,2,5
clueweb12-0003wb-61-27577,0,83,0,0,0,78,0,5,1,2,14,0,0,0,17,25,15,9,7,0,20,0,7,42,1,7
clueweb12-0305wb-09-14834,0,51,0,0,0,21,0,1,2,8,2,0,0,0,12,1,4,6,5,0,100,0,9,6,0,5
clueweb12-1509wb-51-12316,0,79,0,0,0,84,0,2,1,2,4,14,20,0,41,22,10,9,6,1,4,0,1,41,0,5
clueweb12-0110wb-89-05602,0,58,0,0,0,45,0,1,1,9,3,0,0,0,13,11,4,8,8,0,15,0,16,22,1,8
clueweb12-1408wb-61-19745,0,96,1,0,0,18,0,1,1,4,2,0,0,0,7,0,2,8,7,0,61,0,1,2,0,7
clueweb12-0001wb-04-22227,0,81,0,12,0,48,0,2,1,1,0,0,0,0,2,6,11,3,16,2,7,0,30,4,0,14
clueweb12-1501wb-37-28907,0,546,0,19,3,402,0,0,1,2,1,0,0,0,4,4,1,69,4,1,47,0,20,913,2,3
clueweb12-0010wb-95-16202,0,166,5,0,0,147,0,3,1,6,21,0,0,0,28,59,67,11,39,0,17,0,51,82,4,39
clueweb12-1406wb-20-00487,0,3,0,320,0,0,43,0,0,0,0,0,0,0,0,3,0,0,66,9,17,0,0,0,0,14
clueweb12-0310wb-74-12123,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
clueweb12-0917wb-20-16363,0,815,0,0,0,1464,0,1,1,100,0,0,0,0,101,4,7,1,26,0,0,0,5,13,0,26
clueweb12-0101wb-92-15129,0,42,0,14,0,1,0,3,1,3,0,0,0,0,4,2,9,1,0,0,2,0,7,0,9,0
clueweb12-1008wb-33-00617,2,93,0,0,0,28,0,1,1,14,0,0,0,0,15,5,5,59,8,2,25,0,0,6,1,6
clueweb12-1308wb-52-16258,0,6,0,0,0,126,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
clueweb12-1303wb-49-00613,0,18,0,1,0,5,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,0,4,0,0,0
clueweb12-0010wb-43-05005,0,141,0,59,0,57,0,3,0,0,0,0,0,0,0,83,11,5,33,0,57,0,26,8,46,33
clueweb12-0400wb-71-06522,0,123,0,21,0,32,1,2,0,1,1,0,0,0,2,10,4,2,1,0,51,0,14,6,20,0
clueweb12-0211wb-00-08874,0,84,0,0,0,35,0,1,0,2,10,0,0,0,12,34,7,6,10,0,22,0,20,18,51,10
clueweb12-0901wb-51-07771,2,15,0,3,0,19,0,0,1,0,0,0,0,0,1,53,0,0,0,0,8,0,0,0,10,0
clueweb12-1019wb-70-00527,0,65,0,0,0,33,0,0,0,0,0,0,0,0,0,14,0,1,8,0,0,0,4,13,1,8
clueweb12-1805wb-97-04554,0,82,0,195,0,289,1,2,0,5,1,1,0,0,7,21,4,11,2,0,4,0,38,458,1,1
clueweb12-0103wb-98-14911,0,98,0,10,0,0,0,0,3,0,0,0,0,0,3,1,0,0,0,0,20,0,6,0,6,0
clueweb12-1907wb-29-11870,0,44,1,0,0,3,0,0,2,0,0,0,0,0,2,1,2,1,0,0,8,0,4,0,3,0
clueweb12-1500tw-56-16238,0,3,0,125,0,150,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,2,0,0,0
clueweb12-1216wb-98-06452,0,36,0,24,0,15,0,1,3,0,0,0,0,0,3,14,0,1,1,0,0,0,0,7,12,1
clueweb12-0200wb-40-32550,0,131,0,0,0,231,0,5,3,9,0,0,1,0,13,69,12,2,2,0,2,0,1,88,0,2
clueweb12-0300wb-41-00422,0,1584,0,39,0,261,0,2,1,3,6,0,0,0,10,9,12,13,76,0,43,0,0,330,99,76
clueweb12-0111wb-24-12763,0,162,0,0,0,58,0,2,1,1,0,0,0,0,2,10,5,5,8,0,286,0,27,153,7,8
clueweb12-1511wb-21-24767,0,167,0,0,0,110,0,0,0,10,0,6,0,0,16,5,0,14,9,0,143,0,13,52,0,9
clueweb12-0007wb-51-07080,0,119,0,1,0,184,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,3,0,0,0
clueweb12-0108wb-53-20014,0,147,0,0,0,48,0,1,0,0,0,71,7,0,78,10,4,3,2,0,4,0,22,7,0,2
clueweb12-1104wb-23-02031,1,120,0,0,0,27,0,1,1,0,18,0,0,0,19,6,2,13,15,0,21,0,15,7,0,15
clueweb12-1103wb-39-23018,0,39,0,25,0,6,0,0,1,0,0,0,0,0,1,17,0,0,0,0,53,0,2,3,9,0
clueweb12-0818wb-54-22014,0,5,0,1,0,2,0,5,0,0,0,0,0,0,0,6,24,0,0,0,10,0,11,0,2,0
clueweb12-0013wb-60-07253,0,47,0,11,0,20,0,0,0,0,0,0,0,0,0,44,0,1,6,0,46,0,1,13,26,6
clueweb12-0610wb-41-14210,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,30,0,4,0,8,0
clueweb12-1707wb-49-19416,0,627,3,337,0,1928,0,0,0,0,1,0,0,0,1,1,0,0,1,1,485,0,0,0,69,0
clueweb12-0600wb-89-15318,0,152,0,19,0,41,0,1,2,6,1,0,0,0,9,8,7,11,9,0,75,0,18,164,0,9
clueweb12-0510wb-03-24185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0
clueweb12-0501wb-87-34356,0,96,0,0,0,57,0,3,1,9,3,0,3,2,16,7,5,3,26,1,40,0,11,14,3,25
clueweb12-1911wb-48-22468,0,174,0,0,0,248,0,1,0,2,0,0,0,0,2,0,2,13,5,0,1,0,13,66,0,5
clueweb12-1200wb-35-13983,0,802,0,28,0,0,0,2,4,2,1,0,0,0,7,33,10,1,1,1,43,0,6,0,7,0
clueweb12-0106wb-01-16428,0,25,0,1,0,3665,0,0,1,94,0,0,0,0,95,1,0,5,4,0,4,0,4,1,0,4
clueweb12-1003wb-22-04842,0,69,0,0,0,44,0,2,1,1,0,0,0,0,2,2,6,10,12,0,6,0,15,0,0,12
clueweb12-0200wb-64-01106,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0
clueweb12-1701wb-68-05531,0,27,0,26,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,2,0,2,1,12,0
clueweb12-0202wb-95-30841,0,128,0,23,0,22,0,1,1,7,3,3,0,0,14,9,2,1,36,1,20,0,5,8,5,35
clueweb12-0901wb-73-27677,0,86,0,0,0,73,0,1,1,5,13,1,2,0,22,10,10,12,37,3,17,0,28,2,0,34
clueweb12-1604wb-67-19521,0,421,0,1,0,16,7,2,1,0,0,0,0,0,1,6,6,8,814,0,39,0,5,16,20,807
clueweb12-0712wb-97-19019,0,26,0,2,0,17,0,0,1,0,0,0,0,0,1,0,0,1,0,0,6,0,6,0,0,0
clueweb12-1304wb-64-13045,0,142,0,5,0,10,0,0,1,1,3,0,0,0,5,34,0,2,5,0,0,0,8,2,9,5
clueweb12-1513wb-45-10929,0,8,0,0,0,9,0,1,1,1,1,0,0,0,3,1,2,3,2,0,1,0,2,3,0,2
clueweb12-1615wb-65-23555,0,61,0,0,0,57,0,1,2,0,2,1,0,0,5,8,3,3,10,0,5,0,13,33,3,10
clueweb12-0205wb-34-33767,0,59,3,0,0,101,0,1,1,0,0,0,0,0,1,11,3,30,10,1,34,0,28,21,0,9
clueweb12-0111wb-47-06957,0,173,0,0,0,228,0,3,0,0,1,0,49,0,50,6,20,10,0,0,98,0,17,8,7,0
clueweb12-1800wb-84-09593,0,74,0,9,0,14,0,1,1,6,0,0,0,0,7,61,5,4,5,2,74,0,13,17,3,3
clueweb12-1205wb-29-15653,0,169,0,0,0,180,0,3,1,12,1,0,0,0,14,13,10,8,13,0,27,0,20,2,1,13
clueweb12-0305wb-87-26468,0,83,11,0,0,24,0,1,3,1,4,0,0,0,8,7,5,16,24,0,33,0,23,8,0,24
clueweb12-1703wb-72-01179,0,27,0,0,0,24,1,0,0,1,0,2,0,0,3,2,0,9,5,0,10,0,3,2,0,4
clueweb12-1000tw-55-11496,0,57,0,2,0,14,0,0,1,0,1,0,0,0,2,1,0,1,0,0,0,0,7,1,11,0
clueweb12-1302wb-51-18470,7,565,0,367,0,268,0,2,1,92,0,0,0,0,93,29,24,58,3,0,88,0,348,0,89,3
clueweb12-0503wb-70-07016,0,4,0,5,0,1,0,0,1,2,1,0,0,0,4,1,0,0,0,0,9,0,0,0,4,0
