filename,spam
clueweb12-0203wb-09-07264,98
clueweb12-0203wb-10-06374,8
clueweb12-0203wb-10-14473,18
clueweb12-0203wb-10-15817,83
clueweb12-0203wb-12-12060,60
clueweb12-0203wb-12-13251,1
clueweb12-0203wb-12-31241,78
clueweb12-0203wb-13-31210,64
clueweb12-0203wb-14-03014,91
clueweb12-0203wb-15-16332,80
clueweb12-0203wb-15-34708,40
clueweb12-0203wb-16-00223,91
clueweb12-0203wb-16-15481,25
clueweb12-0203wb-16-21411,47
clueweb12-0203wb-17-01875,38
clueweb12-0203wb-18-06419,43
clueweb12-0203wb-18-31916,55
clueweb12-0203wb-19-26709,2
clueweb12-0203wb-19-30804,78
clueweb12-0203wb-20-07918,58
clueweb12-0203wb-20-18427,18
clueweb12-0203wb-22-19990,82
clueweb12-0203wb-23-19846,16
clueweb12-0203wb-25-09502,24
clueweb12-0203wb-26-27971,80
clueweb12-0203wb-27-04401,90
clueweb12-0203wb-28-04537,93
clueweb12-0203wb-28-30879,8
clueweb12-0203wb-28-32240,1
clueweb12-0203wb-29-28246,64
clueweb12-0203wb-31-08122,82
clueweb12-0203wb-31-25427,93
clueweb12-0203wb-32-15056,99
clueweb12-0203wb-32-15744,89
clueweb12-0203wb-33-31124,81
clueweb12-0203wb-33-34334,28
clueweb12-0203wb-35-18593,83
clueweb12-0203wb-35-23063,30
clueweb12-0203wb-36-12113,34
clueweb12-0203wb-36-23385,82
clueweb12-0203wb-37-02877,43
clueweb12-0203wb-37-11484,64
clueweb12-0203wb-37-11498,67
clueweb12-0203wb-37-28541,27
clueweb12-0203wb-38-05210,64
clueweb12-0203wb-38-13299,0
clueweb12-0203wb-39-10542,78
clueweb12-0203wb-39-16006,83
clueweb12-0203wb-39-23967,90
clueweb12-0203wb-40-14945,45
clueweb12-0203wb-41-02905,59
clueweb12-0203wb-41-10944,72
clueweb12-0203wb-41-30661,90
clueweb12-0203wb-42-03038,33
clueweb12-0203wb-43-04175,65
clueweb12-0203wb-43-04203,52
clueweb12-0203wb-43-05844,8
clueweb12-0203wb-43-12264,84
clueweb12-0203wb-44-27528,60
clueweb12-0203wb-45-07232,89
clueweb12-0203wb-45-23341,23
clueweb12-0203wb-45-28140,90
clueweb12-0203wb-46-04278,34
clueweb12-0203wb-47-13282,62
clueweb12-0203wb-49-15899,42
clueweb12-0203wb-49-20551,92
clueweb12-0203wb-50-09043,21
clueweb12-0203wb-50-10164,20
clueweb12-0203wb-51-09615,24
clueweb12-0203wb-51-20087,16
clueweb12-0203wb-52-00590,40
clueweb12-0203wb-53-31154,84
clueweb12-0203wb-54-26911,13
clueweb12-0203wb-55-15908,50
clueweb12-0203wb-55-30991,94
clueweb12-0203wb-56-07833,0
clueweb12-0203wb-56-18827,59
clueweb12-0203wb-56-28172,51
clueweb12-0203wb-59-29462,84
clueweb12-0203wb-60-12661,3
clueweb12-0203wb-60-21322,18
clueweb12-0203wb-61-02044,91
clueweb12-0203wb-61-11121,73
clueweb12-0203wb-61-27773,3
clueweb12-0203wb-61-30364,83
clueweb12-0203wb-63-17422,76
clueweb12-0203wb-64-20544,65
clueweb12-0203wb-65-01315,89
clueweb12-0203wb-65-11192,84
clueweb12-0203wb-65-25964,83
clueweb12-0203wb-66-02958,64
clueweb12-0203wb-68-19225,53
clueweb12-0203wb-68-32131,61
clueweb12-0203wb-69-07583,75
clueweb12-0203wb-69-24736,90
clueweb12-0203wb-70-28222,76
clueweb12-0203wb-71-14287,79
clueweb12-0203wb-71-26686,1
clueweb12-0203wb-72-02831,2
clueweb12-0203wb-75-11040,99
clueweb12-0203wb-75-12905,84
clueweb12-0203wb-77-01738,28
clueweb12-0203wb-77-10591,69
clueweb12-0203wb-78-20890,89
clueweb12-0203wb-78-22543,93
clueweb12-0203wb-78-26234,56
clueweb12-0203wb-78-28260,86
clueweb12-0203wb-79-13730,1
clueweb12-0203wb-80-10760,59
clueweb12-0203wb-80-19534,81
clueweb12-0203wb-80-22182,17
clueweb12-0203wb-81-02495,24
clueweb12-0203wb-81-12977,68
clueweb12-0203wb-81-13705,75
clueweb12-0203wb-81-16087,57
clueweb12-0203wb-83-07273,96
clueweb12-0203wb-83-33559,1
clueweb12-0203wb-84-06364,64
clueweb12-0203wb-85-06971,16
clueweb12-0203wb-85-26011,71
clueweb12-0203wb-86-11654,53
clueweb12-0203wb-86-27659,1
clueweb12-0203wb-88-06847,16
clueweb12-0203wb-88-10602,35
clueweb12-0203wb-88-13013,5
clueweb12-0203wb-88-16375,92
clueweb12-0203wb-88-18844,65
clueweb12-0203wb-88-22100,83
clueweb12-0203wb-88-26690,17
clueweb12-0203wb-89-08936,74
clueweb12-0203wb-89-14389,54
clueweb12-0203wb-90-10511,50
clueweb12-0203wb-91-18045,21
clueweb12-0203wb-94-19276,56
clueweb12-0203wb-95-02735,66
clueweb12-0203wb-96-15930,67
clueweb12-0203wb-97-07896,33
clueweb12-0203wb-98-01848,2
clueweb12-0203wb-98-11253,98
clueweb12-0203wb-98-29376,97
clueweb12-0203wb-99-13405,3
clueweb12-0203wb-99-20891,69
clueweb12-0204wb-00-11045,51
clueweb12-0204wb-01-27920,73
clueweb12-0204wb-02-20704,69
clueweb12-0204wb-02-20718,67
clueweb12-0204wb-03-19118,76
clueweb12-0204wb-05-03783,73
clueweb12-0204wb-05-16603,31
clueweb12-0204wb-05-21426,6
clueweb12-0204wb-06-24798,57
clueweb12-0204wb-06-25792,14
clueweb12-0204wb-06-33691,51
clueweb12-0204wb-08-02001,12
clueweb12-0204wb-08-18239,3
clueweb12-0204wb-08-20788,2
clueweb12-0204wb-08-27533,47
clueweb12-0204wb-10-28998,51
clueweb12-0204wb-11-06048,78
clueweb12-0204wb-12-02648,79
clueweb12-0204wb-12-19813,72
clueweb12-0204wb-13-07641,50
clueweb12-0204wb-13-13396,19
clueweb12-0204wb-15-30088,74
clueweb12-0204wb-15-31013,11
clueweb12-0204wb-16-16165,12
clueweb12-0204wb-16-29536,34
clueweb12-0204wb-17-03572,52
clueweb12-0204wb-17-21036,63
clueweb12-0204wb-18-25417,8
clueweb12-0204wb-20-17900,92
clueweb12-0204wb-20-33748,96
clueweb12-0204wb-22-04401,4
clueweb12-0204wb-22-07049,12
clueweb12-0204wb-25-16345,31
clueweb12-0204wb-25-24052,70
clueweb12-0204wb-25-27371,30
clueweb12-0204wb-26-22372,99
clueweb12-0204wb-26-26931,94
clueweb12-0204wb-27-08673,88
clueweb12-0204wb-27-11227,20
clueweb12-0204wb-27-30321,88
clueweb12-0204wb-28-05700,81
clueweb12-0204wb-28-13903,95
clueweb12-0204wb-28-20219,83
clueweb12-0204wb-28-21129,82
clueweb12-0204wb-28-28961,4
clueweb12-0204wb-29-07066,30
clueweb12-0204wb-29-16940,84
clueweb12-0204wb-29-22278,64
clueweb12-0204wb-30-02323,13
clueweb12-0204wb-30-19066,99
clueweb12-0204wb-31-05114,96
clueweb12-0204wb-31-11800,64
clueweb12-0204wb-31-19552,31
clueweb12-0204wb-32-03464,50
clueweb12-0204wb-32-09885,65
clueweb12-0204wb-32-23345,63
clueweb12-0204wb-32-32026,82
clueweb12-0204wb-33-05745,5
clueweb12-0204wb-34-22145,0
clueweb12-0204wb-34-24175,73
clueweb12-0204wb-34-28768,14
clueweb12-0204wb-35-05454,23
clueweb12-0204wb-36-06540,40
clueweb12-0204wb-36-27022,31
clueweb12-0204wb-38-06434,64
clueweb12-0204wb-38-25578,14
clueweb12-0204wb-39-27497,63
clueweb12-0204wb-39-28799,83
clueweb12-0204wb-39-32263,66
clueweb12-0204wb-40-03334,96
clueweb12-0204wb-41-32738,90
clueweb12-0204wb-42-30559,91
clueweb12-0204wb-42-32466,7
clueweb12-0204wb-43-20412,64
clueweb12-0204wb-44-07392,91
clueweb12-0204wb-44-13002,76
clueweb12-0204wb-45-20614,4
clueweb12-0204wb-46-13524,93
clueweb12-0204wb-47-00643,3
clueweb12-0204wb-47-10814,26
clueweb12-0204wb-47-13607,43
clueweb12-0204wb-47-16665,77
clueweb12-0204wb-48-13799,51
clueweb12-0204wb-48-21858,52
clueweb12-0204wb-51-14919,23
clueweb12-0204wb-52-04461,7
clueweb12-0204wb-52-21723,98
clueweb12-0204wb-52-28062,52
clueweb12-0204wb-53-13061,15
clueweb12-0204wb-53-18796,8
clueweb12-0204wb-53-22804,93
clueweb12-0204wb-53-25834,88
clueweb12-0204wb-54-03643,89
clueweb12-0204wb-54-23032,3
clueweb12-0204wb-55-23025,78
clueweb12-0204wb-55-25981,83
clueweb12-0204wb-55-26387,27
clueweb12-0204wb-56-14433,43
clueweb12-0204wb-56-26200,25
clueweb12-0204wb-58-06802,39
clueweb12-0204wb-58-17242,38
clueweb12-0204wb-60-07428,44
clueweb12-0204wb-60-09952,93
clueweb12-0204wb-61-03693,2
clueweb12-0204wb-61-07588,81
clueweb12-0204wb-61-12912,98
clueweb12-0204wb-62-02123,76
clueweb12-0204wb-63-15079,12
clueweb12-0204wb-63-20407,25
clueweb12-0204wb-63-27762,93
clueweb12-0204wb-63-33437,81
clueweb12-0204wb-64-02619,96
clueweb12-0204wb-64-16219,45
clueweb12-0204wb-66-00167,81
clueweb12-0204wb-67-04007,68
clueweb12-0204wb-68-13962,39
clueweb12-0204wb-68-25075,50
clueweb12-0204wb-69-15939,71
clueweb12-0204wb-69-29132,70
clueweb12-0204wb-70-08460,46
clueweb12-0204wb-70-13890,62
clueweb12-0204wb-70-23002,94
clueweb12-0204wb-71-12124,88
clueweb12-0204wb-71-14226,27
clueweb12-0204wb-71-16607,73
clueweb12-0204wb-71-18730,15
clueweb12-0204wb-72-25156,21
clueweb12-0204wb-72-25170,13
clueweb12-0204wb-73-10129,12
clueweb12-0204wb-74-01316,34
clueweb12-0204wb-75-07368,39
clueweb12-0204wb-76-13472,2
clueweb12-0204wb-77-34087,60
clueweb12-0204wb-78-08307,14
clueweb12-0204wb-79-10374,93
clueweb12-0204wb-79-18490,62
clueweb12-0204wb-79-21628,92
clueweb12-0204wb-79-29512,9
clueweb12-0204wb-79-31405,3
clueweb12-0204wb-82-05070,32
clueweb12-0204wb-82-18435,45
clueweb12-0204wb-82-20765,86
clueweb12-0204wb-83-11770,72
clueweb12-0204wb-83-14208,54
clueweb12-0204wb-83-19703,56
clueweb12-0204wb-83-19717,63
clueweb12-0204wb-84-21096,97
clueweb12-0204wb-84-24743,3
clueweb12-0204wb-85-18603,53
clueweb12-0204wb-86-00321,1
clueweb12-0204wb-86-27519,94
clueweb12-0204wb-87-00321,82
clueweb12-0204wb-87-09675,89
clueweb12-0204wb-90-01007,20
clueweb12-0204wb-90-29811,71
clueweb12-0204wb-91-09901,52
clueweb12-0204wb-92-03136,23
clueweb12-0204wb-92-09874,97
clueweb12-0204wb-93-26577,25
clueweb12-0204wb-93-31172,1
clueweb12-0204wb-93-34506,5
clueweb12-0204wb-94-22402,78
clueweb12-0204wb-95-05521,16
clueweb12-0204wb-95-10895,45
clueweb12-0204wb-95-20138,5
clueweb12-0204wb-95-24548,12
clueweb12-0204wb-97-01891,95
clueweb12-0204wb-98-10036,7
clueweb12-0204wb-98-10568,8
clueweb12-0204wb-99-15686,13
clueweb12-0205wb-00-27801,60
clueweb12-0205wb-02-09526,68
clueweb12-0205wb-02-14755,3
clueweb12-0205wb-03-10114,95
clueweb12-0205wb-03-12975,5
clueweb12-0205wb-03-26801,35
clueweb12-0205wb-03-26829,51
clueweb12-0205wb-04-01863,2
clueweb12-0205wb-04-07453,26
clueweb12-0205wb-04-09007,2
clueweb12-0205wb-04-23229,52
clueweb12-0205wb-07-32532,26
clueweb12-0205wb-08-06178,65
clueweb12-0205wb-08-25197,28
clueweb12-0205wb-09-02135,45
clueweb12-0205wb-10-21706,21
clueweb12-0205wb-10-33001,20
clueweb12-0205wb-11-02131,45
clueweb12-0205wb-11-15742,71
clueweb12-0205wb-11-26595,23
clueweb12-0205wb-11-31781,53
clueweb12-0205wb-12-15699,70
clueweb12-0205wb-12-33511,17
clueweb12-0205wb-13-12297,73
clueweb12-0205wb-13-21223,48
clueweb12-0205wb-13-34740,3
clueweb12-0205wb-13-35146,0
clueweb12-0205wb-14-10857,80
clueweb12-0205wb-15-08538,20
clueweb12-0205wb-15-14945,80
clueweb12-0205wb-15-16625,34
clueweb12-0205wb-15-19155,53
clueweb12-0205wb-17-21045,83
clueweb12-0205wb-17-23345,64
clueweb12-0205wb-18-06727,49
clueweb12-0205wb-18-32042,96
clueweb12-0205wb-19-01960,40
clueweb12-0205wb-21-04546,97
clueweb12-0205wb-21-13205,25
clueweb12-0205wb-22-02099,11
clueweb12-0205wb-23-21102,42
clueweb12-0205wb-23-22671,17
clueweb12-0205wb-24-19885,43
clueweb12-0205wb-24-25636,1
clueweb12-0205wb-24-25916,31
clueweb12-0205wb-25-08334,98
clueweb12-0205wb-25-28333,75
clueweb12-0205wb-26-11249,80
clueweb12-0205wb-26-23893,55
clueweb12-0205wb-27-02509,35
clueweb12-0205wb-27-02523,44
clueweb12-0205wb-28-00041,70
clueweb12-0205wb-28-00503,18
clueweb12-0205wb-29-07020,8
clueweb12-0205wb-29-28315,82
clueweb12-0205wb-29-31467,0
clueweb12-0205wb-29-34365,48
clueweb12-0205wb-30-08223,23
clueweb12-0205wb-31-19370,80
clueweb12-0205wb-32-18204,90
clueweb12-0205wb-33-28891,94
clueweb12-0205wb-34-07974,16
clueweb12-0205wb-34-33767,70
clueweb12-0205wb-36-19269,36
clueweb12-0205wb-36-26849,86
clueweb12-0205wb-37-12814,53
clueweb12-0205wb-37-27211,56
clueweb12-0205wb-38-05297,6
clueweb12-0205wb-38-20839,58
clueweb12-0205wb-39-24148,79
clueweb12-0205wb-39-24834,10
clueweb12-0205wb-40-06936,80
clueweb12-0205wb-41-22691,65
clueweb12-0205wb-41-24555,71
clueweb12-0205wb-42-16100,95
clueweb12-0205wb-43-09029,70
clueweb12-0205wb-44-21277,22
clueweb12-0205wb-44-30771,59
clueweb12-0205wb-45-04462,60
clueweb12-0205wb-45-09661,5
clueweb12-0205wb-46-10269,20
clueweb12-0205wb-47-31709,91
clueweb12-0205wb-48-08716,95
clueweb12-0205wb-48-08730,92
clueweb12-0205wb-48-11083,90
clueweb12-0205wb-48-11391,71
clueweb12-0205wb-49-14218,62
clueweb12-0205wb-49-24303,82
clueweb12-0205wb-50-14359,0
clueweb12-0205wb-50-29802,82
clueweb12-0205wb-50-34600,62
clueweb12-0205wb-51-00139,54
clueweb12-0205wb-51-02944,95
clueweb12-0205wb-51-06736,19
clueweb12-0205wb-51-20854,85
clueweb12-0205wb-52-29880,26
clueweb12-0205wb-52-31196,37
clueweb12-0205wb-53-12496,29
clueweb12-0205wb-53-14078,54
clueweb12-0205wb-53-18123,28
clueweb12-0205wb-54-04119,70
clueweb12-0205wb-54-06279,97
clueweb12-0205wb-55-00728,75
clueweb12-0205wb-55-00995,63
clueweb12-0205wb-55-29527,1
clueweb12-0205wb-56-02675,58
clueweb12-0205wb-56-18246,83
clueweb12-0205wb-56-22631,41
clueweb12-0205wb-57-04846,84
clueweb12-0205wb-57-17519,79
clueweb12-0205wb-57-27670,13
clueweb12-0205wb-58-15388,62
clueweb12-0205wb-60-18074,86
clueweb12-0205wb-62-09548,92
clueweb12-0205wb-62-24062,70
clueweb12-0205wb-62-35284,10
clueweb12-0205wb-63-07483,73
clueweb12-0205wb-64-05650,99
clueweb12-0205wb-64-14681,41
clueweb12-0205wb-64-16070,9
clueweb12-0205wb-64-16084,16
clueweb12-0205wb-65-21503,76
clueweb12-0205wb-65-27134,63
clueweb12-0205wb-65-28915,84
clueweb12-0205wb-65-29083,97
clueweb12-0205wb-67-07360,0
clueweb12-0205wb-67-18637,55
clueweb12-0205wb-68-12608,99
clueweb12-0205wb-68-23305,52
clueweb12-0205wb-68-31092,54
clueweb12-0205wb-69-12994,16
clueweb12-0205wb-71-15368,25
clueweb12-0205wb-71-33709,82
clueweb12-0205wb-72-00853,84
clueweb12-0205wb-72-20365,75
clueweb12-0205wb-73-01947,29
clueweb12-0205wb-73-20367,91
clueweb12-0205wb-73-35545,46
clueweb12-0205wb-74-00531,70
clueweb12-0205wb-75-26985,0
clueweb12-0205wb-77-19319,9
clueweb12-0205wb-77-28897,53
clueweb12-0205wb-80-10305,58
clueweb12-0205wb-80-19625,8
clueweb12-0205wb-81-00420,20
clueweb12-0205wb-81-06313,10
clueweb12-0205wb-81-15461,21
clueweb12-0205wb-81-33535,24
clueweb12-0205wb-84-01260,10
clueweb12-0205wb-84-07157,11
clueweb12-0205wb-85-18143,26
clueweb12-0205wb-86-05528,90
clueweb12-0205wb-86-31710,68
clueweb12-0205wb-87-01820,93
clueweb12-0205wb-87-33675,88
clueweb12-0205wb-88-22064,78
clueweb12-0205wb-90-13950,4
clueweb12-0205wb-92-08400,31
clueweb12-0205wb-92-14861,94
clueweb12-0205wb-92-19421,94
clueweb12-0205wb-92-20514,88
clueweb12-0205wb-93-05456,6
clueweb12-0205wb-93-10254,96
clueweb12-0205wb-93-18598,48
clueweb12-0205wb-93-32581,92
clueweb12-0205wb-94-07582,66
clueweb12-0205wb-94-12346,0
clueweb12-0205wb-94-13579,3
clueweb12-0205wb-95-04093,5
clueweb12-0205wb-96-10912,68
clueweb12-0205wb-97-13007,23
clueweb12-0205wb-97-30208,97
clueweb12-0205wb-98-06423,41
clueweb12-0205wb-98-28706,56
clueweb12-0205wb-99-14823,12
clueweb12-0205wb-99-27037,88
clueweb12-0206wb-00-24119,6
clueweb12-0206wb-01-10916,49
clueweb12-0206wb-02-28110,68
clueweb12-0206wb-04-01430,52
clueweb12-0206wb-05-26309,74
clueweb12-0206wb-06-15356,71
clueweb12-0206wb-06-20819,4
clueweb12-0206wb-06-25500,3
clueweb12-0206wb-07-01427,68
clueweb12-0206wb-07-18027,62
clueweb12-0206wb-07-18545,3
clueweb12-0206wb-07-26017,92
clueweb12-0206wb-07-27797,97
clueweb12-0206wb-08-27692,38
clueweb12-0206wb-09-04638,33
clueweb12-0206wb-09-07200,15
clueweb12-0206wb-09-29976,91
clueweb12-0206wb-10-01051,43
clueweb12-0206wb-10-10126,0
clueweb12-0206wb-10-10238,12
clueweb12-0206wb-12-02578,19
clueweb12-0206wb-12-19153,60
clueweb12-0206wb-12-28813,47
clueweb12-0206wb-14-32916,22
clueweb12-0206wb-17-04623,45
clueweb12-0206wb-17-17419,87
clueweb12-0206wb-17-28731,4
clueweb12-0206wb-18-05015,56
clueweb12-0206wb-20-34358,2
clueweb12-0206wb-21-13926,67
clueweb12-0206wb-21-25401,26
clueweb12-0206wb-21-30111,76
clueweb12-0206wb-22-04173,50
clueweb12-0206wb-23-15988,96
clueweb12-0206wb-25-23045,96
clueweb12-0206wb-26-09662,80
clueweb12-0206wb-26-12357,65
clueweb12-0206wb-26-20389,27
clueweb12-0206wb-31-07513,73
clueweb12-0206wb-32-06976,88
clueweb12-0206wb-32-13017,33
clueweb12-0206wb-32-20777,8
clueweb12-0206wb-33-32451,73
clueweb12-0206wb-34-21405,26
clueweb12-0206wb-34-25446,96
clueweb12-0206wb-36-14357,14
clueweb12-0206wb-37-18051,93
clueweb12-0206wb-40-12786,87
clueweb12-0206wb-40-16096,35
clueweb12-0206wb-40-16110,33
clueweb12-0206wb-42-23314,64
clueweb12-0206wb-44-30837,36
clueweb12-0206wb-44-31495,20
clueweb12-0206wb-45-16417,17
clueweb12-0206wb-45-16530,52
clueweb12-0206wb-45-19375,65
clueweb12-0206wb-45-24309,68
clueweb12-0206wb-46-02835,11
clueweb12-0206wb-46-18552,56
clueweb12-0206wb-46-30145,70
clueweb12-0206wb-47-16840,64
clueweb12-0206wb-47-31930,95
clueweb12-0206wb-49-03781,82
clueweb12-0206wb-50-02874,21
clueweb12-0206wb-50-15385,43
clueweb12-0206wb-51-21216,82
clueweb12-0206wb-51-29050,48
clueweb12-0206wb-53-27244,62
clueweb12-0206wb-54-17954,9
clueweb12-0206wb-56-30217,80
clueweb12-0206wb-57-26796,53
clueweb12-0206wb-59-31013,96
clueweb12-0206wb-60-07399,28
clueweb12-0206wb-62-06835,67
clueweb12-0206wb-62-19159,87
clueweb12-0206wb-63-13607,71
clueweb12-0206wb-63-26214,91
clueweb12-0206wb-63-26802,85
clueweb12-0206wb-65-08000,74
clueweb12-0206wb-66-09036,91
clueweb12-0206wb-67-30469,87
clueweb12-0206wb-68-07434,72
clueweb12-0206wb-68-18689,56
clueweb12-0206wb-69-29079,85
clueweb12-0206wb-70-09554,2
clueweb12-0206wb-70-20459,24
clueweb12-0206wb-70-22364,6
clueweb12-0206wb-70-32663,86
clueweb12-0206wb-71-06686,78
clueweb12-0206wb-71-17999,19
clueweb12-0206wb-72-31105,0
clueweb12-0206wb-73-33394,14
clueweb12-0206wb-74-20003,49
clueweb12-0206wb-76-20038,7
clueweb12-0206wb-77-13650,73
clueweb12-0206wb-82-14981,46
clueweb12-0206wb-82-18289,71
clueweb12-0206wb-82-27283,92
clueweb12-0206wb-83-27499,83
clueweb12-0206wb-85-13132,97
clueweb12-0206wb-86-19960,66
clueweb12-0206wb-86-29277,20
clueweb12-0206wb-87-27851,87
clueweb12-0206wb-88-31410,59
clueweb12-0206wb-89-05408,91
clueweb12-0206wb-89-10477,91
clueweb12-0206wb-91-02197,47
clueweb12-0206wb-91-10296,97
clueweb12-0206wb-92-22431,76
clueweb12-0206wb-94-01457,45
clueweb12-0206wb-94-27745,56
clueweb12-0206wb-96-01119,77
clueweb12-0206wb-97-06013,60
clueweb12-0206wb-98-14679,30
clueweb12-0206wb-98-30157,58
clueweb12-0206wb-98-31768,79
clueweb12-0206wb-99-30176,96
clueweb12-0207wb-00-00297,73
clueweb12-0207wb-00-14875,4
clueweb12-0207wb-01-09706,72
clueweb12-0207wb-01-24195,30
clueweb12-0207wb-02-02842,74
clueweb12-0207wb-02-32518,89
clueweb12-0207wb-03-28520,70
clueweb12-0207wb-04-10165,18
clueweb12-0207wb-05-25049,62
clueweb12-0207wb-06-09809,53
clueweb12-0207wb-06-32793,7
clueweb12-0207wb-07-07270,83
clueweb12-0207wb-08-25564,6
clueweb12-0207wb-09-32719,70
clueweb12-0207wb-12-00237,39
clueweb12-0207wb-13-01696,43
clueweb12-0207wb-13-04025,76
clueweb12-0207wb-14-15868,38
clueweb12-0207wb-14-19021,6
clueweb12-0207wb-14-20842,91
clueweb12-0207wb-15-15264,7
clueweb12-0207wb-15-23178,72
clueweb12-0207wb-16-00182,96
clueweb12-0207wb-16-14930,57
clueweb12-0207wb-17-32562,72
clueweb12-0207wb-19-04306,70
clueweb12-0207wb-20-12910,19
clueweb12-0207wb-20-30449,84
clueweb12-0207wb-21-14527,53
clueweb12-0207wb-21-20456,91
clueweb12-0207wb-22-09845,95
clueweb12-0207wb-23-08095,2
clueweb12-0207wb-25-24185,31
clueweb12-0207wb-26-11041,56
clueweb12-0207wb-26-26565,7
clueweb12-0207wb-27-12983,63
clueweb12-0207wb-27-17409,12
clueweb12-0207wb-29-00503,51
clueweb12-0207wb-30-12870,0
clueweb12-0207wb-30-32657,70
clueweb12-0207wb-31-20662,80
clueweb12-0207wb-31-28637,78
clueweb12-0207wb-32-03063,55
clueweb12-0207wb-32-19457,76
clueweb12-0207wb-32-28777,72
clueweb12-0207wb-33-07251,34
clueweb12-0207wb-33-19142,48
clueweb12-0207wb-34-03510,2
clueweb12-0207wb-35-15813,82
clueweb12-0207wb-36-09926,23
clueweb12-0207wb-36-31686,90
clueweb12-0207wb-38-07623,86
clueweb12-0207wb-39-04182,9
clueweb12-0207wb-39-31964,12
clueweb12-0207wb-40-05198,32
clueweb12-0207wb-40-25006,83
clueweb12-0207wb-41-04052,49
clueweb12-0207wb-41-32795,4
clueweb12-0207wb-42-15352,57
clueweb12-0207wb-43-04202,66
clueweb12-0207wb-43-18429,81
clueweb12-0207wb-43-29162,35
clueweb12-0207wb-45-28368,53
clueweb12-0207wb-47-07701,21
clueweb12-0207wb-47-07939,4
clueweb12-0207wb-47-11903,48
clueweb12-0207wb-51-05733,65
clueweb12-0207wb-51-20472,51
clueweb12-0207wb-52-33546,92
clueweb12-0207wb-53-13382,13
clueweb12-0207wb-54-31740,0
clueweb12-0207wb-57-19345,59
clueweb12-0207wb-58-11234,75
clueweb12-0207wb-59-02385,77
clueweb12-0207wb-59-02791,84
clueweb12-0207wb-59-21323,73
clueweb12-0207wb-60-11953,76
clueweb12-0207wb-61-10303,52
clueweb12-0207wb-61-24552,33
clueweb12-0207wb-62-02898,80
clueweb12-0207wb-63-24386,33
clueweb12-0207wb-65-21642,91
clueweb12-0207wb-66-01750,55
clueweb12-0207wb-66-03307,71
clueweb12-0207wb-66-17516,13
clueweb12-0207wb-67-31189,91
clueweb12-0207wb-68-15780,94
clueweb12-0207wb-68-25617,66
clueweb12-0207wb-69-19517,91
clueweb12-0207wb-70-01755,30
clueweb12-0207wb-70-08531,56
clueweb12-0207wb-72-16784,8
clueweb12-0207wb-72-33050,59
clueweb12-0207wb-74-03390,17
clueweb12-0207wb-74-16483,45
clueweb12-0207wb-78-22472,77
clueweb12-0207wb-78-24743,65
clueweb12-0207wb-78-27894,86
clueweb12-0207wb-79-29035,24
clueweb12-0207wb-80-00715,2
clueweb12-0207wb-80-13912,2
clueweb12-0207wb-80-13926,3
clueweb12-0207wb-81-01515,29
clueweb12-0207wb-81-05229,66
clueweb12-0207wb-81-07665,71
clueweb12-0207wb-84-30796,91
clueweb12-0207wb-84-34187,21
clueweb12-0207wb-85-00783,48
clueweb12-0207wb-85-17199,23
clueweb12-0207wb-86-03168,24
clueweb12-0207wb-87-01583,7
clueweb12-0207wb-87-25415,48
clueweb12-0207wb-91-14950,88
clueweb12-0207wb-93-10480,13
clueweb12-0207wb-93-22645,5
clueweb12-0207wb-94-07052,61
clueweb12-0207wb-94-13833,29
clueweb12-0207wb-94-15486,73
clueweb12-0207wb-94-19774,6
clueweb12-0207wb-95-00744,33
clueweb12-0207wb-95-28910,52
clueweb12-0207wb-98-01735,84
clueweb12-0207wb-99-11244,3
clueweb12-0208wb-00-16248,76
clueweb12-0208wb-01-04626,45
clueweb12-0208wb-01-15567,5
clueweb12-0208wb-02-07657,76
clueweb12-0208wb-02-13429,34
clueweb12-0208wb-02-27838,80
clueweb12-0208wb-04-15671,16
clueweb12-0208wb-05-26601,19
clueweb12-0208wb-06-33542,87
clueweb12-0208wb-07-07247,4
clueweb12-0208wb-07-24633,4
clueweb12-0208wb-08-28867,83
clueweb12-0208wb-09-09841,95
clueweb12-0208wb-09-11129,65
clueweb12-0208wb-10-14231,94
clueweb12-0208wb-10-15337,94
clueweb12-0208wb-11-07692,94
clueweb12-0208wb-11-21281,77
clueweb12-0208wb-11-32738,86
clueweb12-0208wb-13-07246,58
clueweb12-0208wb-14-00307,82
clueweb12-0208wb-14-32972,2
clueweb12-0208wb-15-01413,57
clueweb12-0208wb-15-17970,8
clueweb12-0208wb-16-21382,14
clueweb12-0208wb-17-14678,82
clueweb12-0208wb-18-07878,90
clueweb12-0208wb-20-04919,73
clueweb12-0208wb-20-32374,89
clueweb12-0208wb-21-06344,17
clueweb12-0208wb-21-27524,44
clueweb12-0208wb-21-35728,85
clueweb12-0208wb-22-21084,53
clueweb12-0208wb-22-25847,95
clueweb12-0208wb-23-00293,51
clueweb12-0208wb-23-19193,60
clueweb12-0208wb-23-22094,3
clueweb12-0208wb-23-25650,10
clueweb12-0208wb-25-28511,4
clueweb12-0208wb-26-10895,46
clueweb12-0208wb-26-11653,28
clueweb12-0208wb-26-30017,74
clueweb12-0208wb-27-08900,84
clueweb12-0208wb-27-22619,55
clueweb12-0208wb-27-24201,87
clueweb12-0208wb-28-10437,88
clueweb12-0208wb-29-17326,82
clueweb12-0208wb-30-02509,87
clueweb12-0208wb-30-28544,90
